Molecule,Run,Rank,Config,Total Score,Key Differentiator
Glutamate,4,1,no_research,58,End-to-end completeness (C₁ to C₅) and a self-regenerating protometabolic cycle.
Glutamate,4,2,perfect_rag,57,"Flawless transcription of Fe²⁺ TCA-like chemistry, but misses C₁ to C₃ synthesis."
Glutamate,4,3,deep_research_gpt5.4,57,"Elite, highly novel chemistry (Bucherer-Bergs, DAP), but lacks synthesis of C₄/C₅ hub precursors."
Glutamate,4,4,ms_disc,36,Structurally incomplete and contains stoichiometric errors in Strecker chemistry.
Glutamate,4,5,deep_research_gemini,31,Fails carbon mass balance (claiming C₃ + C₁ yields a C₅ intermediate).
Glutamate,4,6,deep_research_claude,25,"riddled with internal contradictions, mismatched inputs/mechanisms, and hallucinated intermediates."
Glutamate,5,1,deep_research_gpt5.4,64/70,Unmatched modern literature accuracy; brilliant use of DAP and Bucherer-Bergs hydantoin intermediates.
Glutamate,5,2,perfect_rag,60/70,Step-by-step precision in the Fe2+-catalyzed aldol condensation and accurate use of hydroxylamine.
Glutamate,5,3,deep_research_gemini,56/70,Strong systemic approach; uniquely included pyroglutamate as a realistic thermodynamic sink.
Glutamate,5,4,no_research,52/70,"Creative use of surface photochemistry (TiO2) to generate precursors, but slightly shaky carbon-fixation claims."
Glutamate,5,5,ms_disc,40/70,Highly abstracted reactions; chemically flawed carbon-skeleton assembly in the surface Strecker pathway.
Glutamate,5,6,deep_research_claude,27/70,Broken network logic; inputs and written mechanisms fundamentally contradict one another (missing key reagents).
Glycine,1,1,deep_research_claude,65/70,"Flawless chemistry, up-to-date literature, and brilliant use of solid-state mineral reductants."
Glycine,1,2,no_research,49/70,"Great overall architecture and environmental interplay, but hampered by a specific mass-balance error in the Strecker path."
Glycine,1,3,deep_research_gpt5.4,36/70,"Chemistry is mostly valid, but the network graph is fractured due to orphaned intermediates appearing from nowhere."
Glycine,1,4,ms_disc,35/70,"A complete graph, but relies on chemically impossible transformations (e.g., aminating an alcohol, missing oxygen sources)."
Glycine,1,5,perfect_rag,28/70,"Logically backwards; uses complex biomolecules to synthesize simple ones, padded with impossible stoichiometry."
Glycine,1,6,deep_research_gemini,26/70,"The most broken network: missing molecule definitions, missing water inputs, and incorrect carbon counts."
Glycine,2,1,Config A,66/70,"Mechanistically flawless, perfectly coherent, and rich in cutting-edge, realistic prebiotic chemistry."
Glycine,2,2,Config F,52/70,"Great structural logic and pure bottom-up synthesis, held back only by a distinct chemical naming/formula error in the Strecker pathway."
Glycine,2,3,Config E,48/70,Chemically sound but heavily penalized for violating the prompt by relying on top-down degradation of complex amino acids instead of simple synthesis.
Glycine,2,4,Config B,43/70,"Highly ambitious with novel literature, but crippled by missing JSON variables and severe mass-balance/carbon-counting errors."
Glycine,2,5,Config C,35/70,Incomplete graph logic (key molecules appear from nowhere) and violates the explicitly stated temperature constraints.
Glycine,2,6,Config D,32/70,"Chemically unsound; relies on impossible ""shortcut"" reactions that ignore standard mechanistic feasibility."
Glycine,3,1,deep_research_claude,61,Deepest mechanistic accuracy; flawlessly tracks complex intermediates (Bucherer-Bergs).
Glycine,3,2,deep_research_gpt5.4,52,"Chemically robust and logically sound, though minorly violates a temperature constraint."
Glycine,3,3,perfect_rag,51,Tremendous novelty (retro-metabolism) held back by a few scientifically absurd side-reactions.
Glycine,3,4,deep_research_gemini,38,Sloppy network execution (missing molecule definition) and poor mechanistic matching.
Glycine,3,5,ms_disc,37,Contains stoichiometrically impossible reactions (creating glyoxylate from HCN + HCHO).
Glycine,3,6,no_research,32,Fundamental failure to understand the chemistry of the target molecule (missing the amine).
Glycine,4,1,deep_research_claude,59,Exceptional depth of literature; successfully models the Bucherer-Bergs bypass.
Glycine,4,2,no_research,51,"Brilliant cross-environmental architecture (glyoxylate hub), held back by one fatal Strecker error."
Glycine,4,3,deep_research_gpt5.4,47,"Cleanest chemistry, but incomplete network and ignores prompt's temperature constraints."
Glycine,4,4,ms_disc,39,Mediocre overall with an impossible non-aqueous oxygen mass balance.
Glycine,4,5,deep_research_gemini,30,Sloppy generation; mismatched text/inputs and missing molecule definitions.
Glycine,4,6,perfect_rag,21,Anti-prebiotic logic; starts with complex biomolecules to synthesize simple ones via absurd chemistry.
Glycine,5,1,deep_research_claude,61/70,Impeccable use of state-of-the-art prebiotic chemistry (Bucherer-Bergs) with highly accurate mechanisms and environmental coherence.
Glycine,5,2,no_research,48/70,"Features a brilliant, chemically sound hydrothermal pathway, though held back by a fundamental organic chemistry error in its surface pathway."
Glycine,5,3,perfect_rag,40/70,"Proposes highly creative metabolism-like pathways (glyoxylate shunt), but suffers from structural hallucinations (e.g., asparagine cleavage)."
Glycine,5,4,deep_research_gpt5.4,37/70,"Individual reactions are valid, but the network is completely fragmented, failing to synthesize its own hubs, and violates temperature constraints."
Glycine,5,5,deep_research_gemini,34/70,"Riddled with carbon stoichiometry violations, missing molecule definitions, and contradictory reaction mechanisms."
Glycine,5,6,ms_disc,28/70,"A broken network where reaction names, inputs, and outputs are entirely mismatched and chemically nonsensical."
Histidine,1,1,deep_research_claude,45/70,"The only config to utilize an experimentally validated, mass-balanced core pathway (Shen) within a mostly connected graph."
Histidine,1,2,no_research,43/70,"Graphically flawless and environmentally brilliant, but penalized for hallucinating impossible core chemistry (4+2=5)."
Histidine,1,3,deep_research_gemini,39/70,"Core chemistry is highly accurate, but heavily penalized for a fragmented graph and relying on modern biological steps."
Histidine,1,4,deep_research_gpt5.4,34/70,"Features good modern literature references, but suffers from fatal carbon math errors and unconnected intermediates."
Histidine,1,5,ms_disc,20/70,"Total chemical nonsense; fails basic stoichiometry, mechanisms, and mass balance at nearly every step."
Histidine,2,1,deep_research_claude,49/70,Employs the only experimentally validated chemical pathway for the imidazole ring.
Histidine,2,2,no_research,47/70,"Brilliant topological structure and biomimetic transamination, but hallucinates the ring synthesis."
Histidine,2,3,deep_research_gpt5.4,39/70,Features good modern literature references but is dragged down by basic stoichiometric math errors.
Histidine,2,4,deep_research_gemini,33/70,Commits a fatal biological logic error by treating the byproduct AICAR as a structural precursor.
Histidine,2,5,ms_disc,20/70,Completely violates basic rules of organic chemistry (impossible transaminations and magic mass additions).
Histidine,2,6,N/A,N/A,*(Only 5 configurations were provided in the prompt).*
Histidine,3,1,no_research,55/70,"Successfully links C1/N1 hydrothermal precursors to a complete, balanced Strecker conclusion."
Histidine,3,2,deep_research_claude,35/70,"Identifies the correct classical (Shen) pathway, but is ruined by circular and mismatched initial steps."
Histidine,3,3,deep_research_gpt5.4,33/70,"Good environmental setup and novel DAP chemistry, but fails fundamental stoichiometry (C2+C3=C4)."
Histidine,3,4,deep_research_gemini,23/70,Highly disjointed with magical single-step syntheses (HCN -> AICAR) and missing precursors.
Histidine,3,5,ms_disc,13/70,Chemically nonsensical reactions that fail basic carbon conservation and structural logic.
Histidine,3,6,perfect_rag,N/A,*(Config E was not provided in the prompt).*
Histidine,4,1,no_research,56/70,Unmatched depth in sourcing from foundational C1 gases; brilliant environmental integration.
Histidine,4,2,deep_research_claude,50/70,"Chemically safe and literature-accurate, but highly linear and lacks systemic ambition."
Histidine,4,3,deep_research_gemini,41/70,"Attempted redundancy, but hampered by dead-end intermediates and non-prebiotic enzymatic leaps."
Histidine,4,4,deep_research_gpt5.4,31/70,Network broken by missing intermediate origins and basic stoichiometric (mass-balance) errors.
Histidine,4,5,ms_disc,16/70,Catastrophically flawed chemistry; invents non-existent reactions and ignores carbon counting entirely.
Histidine,4,-,perfect_rag,N/A,*(Config E was not provided in the prompt).*
Histidine,5,1,no_research,55/70,"Best network topology, excellent redundancy, and brilliant integration of diverse modern OoL theories."
Histidine,5,2,deep_research_claude,48/70,"Chemically safe and experimentally backed, but heavily penalized for a JSON self-loop error and lack of redundancy."
Histidine,5,3,deep_research_gpt5.4,38/70,Good novel concepts (phosphorylated Strecker) but suffers from missing intermediate generators and functional group confusion.
Histidine,5,4,deep_research_gemini,26/70,"Plagued by disconnected dead-ends and impossible single-step ""magic"" reactions (e.g., HCN directly to a ribonucleotide)."
Histidine,5,5,ms_disc,18/70,Completely fails basic organic chemistry (claims a C2 precursor undergoes Strecker synthesis to become a C5 imidazole).
Histidine,5,6,N/A,N/A,*(Config E was not provided in the prompt).*
L-Alanine,1,1,deep_research_claude,53/70,Most coherent network; correctly pairs C2/C3 hubs to Alanine without severe mass-balance violations.
L-Alanine,1,2,perfect_rag,44/70,"Reactions are highly accurate to modern literature, though the network topology is severely fragmented."
L-Alanine,1,3,deep_research_gpt5.4,43/70,"The only config to include L-enantiomer selection, but features a stoichiometrically impossible transamination step."
L-Alanine,1,4,no_research,34/70,Confuses Serine and Alanine synthesis pathways (applies Strecker to the wrong C2 aldehyde).
L-Alanine,1,5,ms_disc,33/70,Contains a physically impossible C1 → C2 photodecomposition step (formamide to acetaldehyde).
L-Alanine,1,6,deep_research_gemini,27/70,"Riddled with blatant mass-balance hallucinations (e.g., carbon-free alanine synthesis)."
L-Alanine,2,1,Config A,57/70,The only config to maintain mass balance from C1 precursors while using highly novel literature.
L-Alanine,2,2,Config E,44/70,"Extremely accurate individual reactions, but severely penalized for being disconnected."
L-Alanine,2,3,Config C,38/70,"Good surface chemistry, but relies heavily on anachronistic biochemicals (pyridoxal)."
L-Alanine,2,4,Config D,32/70,"Interesting DAP chemistry, ruined by impossible C1-to-C2 photodecomposition."
L-Alanine,2,5,Config B,29/70,Synthesizes a C3 amino acid from H2 and NH3 (zero carbon); severe hallucination.
L-Alanine,2,6,Config F,25/70,Synthesizes NH3 without N2; proposes Strecker on glycolaldehyde yields alanine.
L-Alanine,3,1,perfect_rag,67/70,"Flawless carbon/redox bookkeeping combined with highly novel, proto-metabolic reactions (Fe⁰/NH₂OH)."
L-Alanine,3,2,deep_research_gpt5.4,60/70,"Excellent logical flow addressing intermediate stability (formamide) and enantioselection, slightly marred by a cofactor error."
L-Alanine,3,3,deep_research_claude,57/70,"Brilliant application of recent literature (cyanide as a reductant), but plagued by carelessly missing input reductants."
L-Alanine,3,4,no_research,30/70,Fundamental structural error: maps an oxygenated sugar precursor to a deoxygenated amino acid product.
L-Alanine,3,5,ms_disc,28/70,Claims C₁ molecules convert to C₂ and C₃ molecules in single steps without acknowledging carbon homologation.
L-Alanine,3,6,deep_research_gemini,27/70,"Contains an impossible alchemy violation, generating a C₃ target molecule from H₂ and NH₃ alone."
L-Alanine,4,1,Config C,59/70,"The only config to respect mass balance, redox constraints, *and* explicitly solve the homochirality requirement (L-Alanine) via calcite."
L-Alanine,4,2,Config E,47/70,"Highly creative proto-metabolic pathways (serine reduction, oxaloacetate), though hindered by a redox error in hydroxylamine chemistry."
L-Alanine,4,3,Config D,36/70,"Featured excellent DAP-mediated chemistry, but was completely derailed by a C1 \u2192 C2 mass conservation failure."
L-Alanine,4,4,Config A,38/70,Conceptually sound but suffered from sloppy stoichiometry (confusing C3 pyruvate with C2 acetaldehyde for Bucherer-Bergs).
L-Alanine,4,5,Config F,31/70,Ruined by a severe structural mismatch (attempting to derive the hydrophobic alanine sidechain from a hydroxylated precursor without reduction).
L-Alanine,4,6,Config B,24/70,"Contained impossible ""magic"" chemistry, creating carbon backbones out of pure hydrogen and ammonia."
L-Alanine,5,1,perfect_rag,62,Chemically rigorous bypass of amination hurdles (NH2OH) and accurate use of serine reduction.
L-Alanine,5,2,deep_research_gpt5.4,60,High structural coherence; unique and scientifically valid inclusion of chiral selection (calcite).
L-Alanine,5,3,deep_research_claude,51,Good literature integration but penalized for sloppy mass-balancing (missing H2) and out-of-place UV ice.
L-Alanine,5,4,ms_disc,34,Broken carbon stoichiometry (1C formamide to 2C acetaldehyde).
L-Alanine,5,5,no_research,31,"Used the wrong aldehyde for Strecker synthesis (would produce serine, not alanine) and invented carbon."
L-Alanine,5,6,deep_research_gemini,28,Severe chemical hallucinations (creating alanine from just H2 and NH3; wrong carbon skeleton).
L-Proline,1,1,deep_research_gpt5.4,47/70,Flawlessly balances the complex mass and redox states of the Glutamate → Proline hydrothermal pathway.
L-Proline,1,2,perfect_rag,45/70,"Highly logical, creative cyanosulfidic step-by-step sequence, held back only by a C3 vs C4 starting aldehyde error."
L-Proline,1,3,deep_research_gemini,41/70,"Contains a brilliant Strecker cyclization route, but loses points due to circular network topologies."
L-Proline,1,4,deep_research_claude,34/70,A weaker version of C's hydrothermal pathway combined with mathematically impossible surface pathways.
L-Proline,1,5,no_research,32/70,Fails basic carbon addition arithmetic (C3 + C1 = C5) and misunderstands the redox of proline formation.
L-Proline,1,6,ms_disc,26/70,Fundamentally broken chemistry; assumes proline can be formed from glutamate via simple dehydration.
L-Proline,2,1,perfect_rag,66,"Flawless carbon tracking and accurate replication of complex, peer-reviewed cyanosulfidic chemistry."
L-Proline,2,2,deep_research_gemini,43,Contains brilliant chemical ideas (Strecker closure of 4-aminobutanal) but is hampered by JSON graph errors.
L-Proline,2,3,deep_research_claude,35,"Has major stoichiometric gaps, but identifies correct biochemical intermediates."
L-Proline,2,4,deep_research_gpt5.4,28,Relies on magical single-step transformations with unbalanced stoichiometry (C4 to C5 via UV).
L-Proline,2,5,no_research,24,Misunderstands fundamental reaction classes (transamination) and fails to count carbons (C3+C1=C5).
L-Proline,2,6,ms_disc,23,"Contains the most egregious structural errors, assuming heating glutamate creates a fully reduced pyrrolidine ring."
L-Proline,3,1,perfect_rag,58/70,"Perfect carbon mass balance and highly creative, structurally logical cyanosulfidic ring-closure."
L-Proline,3,2,deep_research_gpt5.4,28/70,"Contains at least one mass-balanced, biomimetically plausible pathway (from $\alpha$-KG to Proline)."
L-Proline,3,3,deep_research_gemini,27/70,"Identifies the correct Sutherland pathway precursors, but ruined by corrupted input/output mappings."
L-Proline,3,4,deep_research_claude,23/70,"Identifies correct biological intermediates, but suffers from massive C-C mass balance failures."
L-Proline,3,5,no_research,22/70,Fails basic carbon arithmetic in attempting to build $\alpha$-KG from pyruvate and CO2.
L-Proline,3,6,ms_disc,15/70,"Absolute worst stoichiometric hallucinations (e.g., C4 $\rightarrow$ C5 without any carbon source)."
L-Proline,4,1,perfect_rag,61,"Exceptionally accurate adherence to the experimental cyanosulfidic synthesis of proline, with perfect carbon mass-balance."
L-Proline,4,2,deep_research_gemini,45,"Proposes a brilliant 1-pyrroline Strecker cyclization, though hampered by JSON logic typos."
L-Proline,4,3,deep_research_claude,34,Contains some valid hydrothermal chemistry but fails completely on surface mass-balance.
L-Proline,4,4,deep_research_gpt5.4,31,Correctly maps the biological sequence but uses impossible photochemistry and lacks precursor synthesis.
L-Proline,4,5,no_research,26,Plagued by C3 to C5 mass balance failures and misunderstands the final reduction step.
L-Proline,4,6,ms_disc,21,"Egregious organic chemistry errors (e.g., oxaloacetate to glutamate; glutamate dehydration to proline)."
L-Proline,5,1,perfect_rag,60/70,Perfect carbon mass-balance; no orphan molecules; flawless structural mapping of the pyrrolidine ring.
L-Proline,5,2,deep_research_gemini,37/70,"Uses excellent, literature-backed cyanosulfidic chemistry, but suffers from severe JSON typos and orphaned hubs."
L-Proline,5,3,no_research,32/70,"Attempts a fully connected bottom-up hydrothermal network, but fails mathematically on carbon tracking (C3+C1=C5)."
L-Proline,5,4,deep_research_claude,31/70,"Gets the biological pathway right, but its primary hub is orphaned and the alternative pathways violate mass conservation."
L-Proline,5,5,ms_disc,26/70,Proposes chemically impossible chain elongations (C4 -> C5 without a carbon source).
L-Proline,5,6,deep_research_gpt5.4,21/70,Suggests that a 4-carbon amine can magically cyclize into a 5-carbon amino acid.
Serine,1,1,perfect_rag,66,"Perfect mass balance, bypasses formose, brilliantly integrates deep-sea metabolic pathways with the Akabori reaction."
Serine,1,2,deep_research_gpt5.4,59,"Highly realistic application of recent literature utilizing chemical protecting groups (bisulfite, formamide) to guide selectivity."
Serine,1,3,deep_research_claude,52,"Chemically sound, standard prebiotic pathways, though reliant on the messy formose reaction and unselective ""black box"" UV photolysis."
Serine,1,4,ms_disc,44,"Features a brilliant transamination pathway, but is severely handicapped by proposing chemically impossible Strecker reactions."
Serine,1,5,no_research,34,"Contains multiple mass balance failures, attempting to build C3 molecules from mismatched carbon counts."
Serine,1,6,deep_research_gemini,27,Fails completely on structural chemistry; proposes mechanochemical mechanisms that contradict basic organic reactivity.
Serine,2,1,deep_research_gpt5.4,60/70,Cutting-edge accuracy; utilizes bisulfite and formamide protection to solve the glycolaldehyde instability problem.
Serine,2,2,perfect_rag,52/70,Highly novel metabolism-first approach (glyoxylate/isocitrate) but suffers from an orphan molecule in the network.
Serine,2,3,deep_research_claude,48/70,"A solid, functional classical network, though it makes a mechanistic error in impact synthesis (missing an oxygen source)."
Serine,2,4,ms_disc,40/70,"Features brilliant transamination chemistry, but is severely dragged down by stoichiometric errors in its Strecker pathways."
Serine,2,5,deep_research_gemini,29/70,"Fails basic stoichiometry (C₃ + C₁ = C₃) for its primary pathway, rendering the core of the network chemically impossible."
Serine,2,6,no_research,21/70,Plagued by multiple fatal mass-balance errors across almost all of its proposed carbon-fixation and amino acid syntheses.
Serine,3,1,deep_research_gpt5.4,62,"Flawless stoichiometry, highest prebiotic plausibility (bisulfite/formamide protection)."
Serine,3,2,perfect_rag,61,Superb integration of hydrothermal metabolic analogs with surface Schiff-base chemistry.
Serine,3,3,deep_research_claude,49,"Correct C2+C1 Strecker stoichiometry, but hampered by unselective formose and stretched UV pathways."
Serine,3,4,ms_disc,37,"Contains the fatal C3+C1 Strecker error, but partially redeemed by a valid glycine hydroxymethylation pathway."
Serine,3,5,no_research,30,"Multiple severe mass-balance violations (formate+CO2->pyruvate, glyceraldehyde->serine)."
Serine,3,6,deep_research_gemini,25,Fatal mass-balance violations paired with mechanistic nonsense (N-to-O acyl transfer on formaldimine).
Serine,4,1,perfect_rag,65,Flawless non-Strecker routes using Schiff-base activation and iron-catalyzed reductive amination.
Serine,4,2,deep_research_gpt5.4,62,Brilliant application of bisulfite/formamide protecting groups to solve known Strecker instability issues.
Serine,4,3,deep_research_claude,55,"A solid, chemically accurate baseline utilizing classic and cyanosulfidic pathways."
Serine,4,4,deep_research_gemini,31,Failed due to a fundamental carbon-counting error (using a C3 aldehyde for Strecker synthesis).
Serine,4,5,no_research,28,"Multiple stoichiometric errors, including generating alanine instead of the required C2 precursor."
Serine,4,6,ms_disc,25,Three separate fundamental functional-group and carbon-counting errors; yields the wrong target in almost every path.
Serine,5,1,perfect_rag,67/70,Flawless execution of Schiff-base alpha-carbon activation and non-enzymatic metabolic pathways.
Serine,5,2,deep_research_gpt5.4,61/70,Rigorous alignment with cutting-edge Sutherland group systems chemistry (bisulfite protecting groups).
Serine,5,3,deep_research_claude,52/70,"Solid, chemically valid baseline utilizing classic glycolaldehyde Strecker chemistry."
Serine,5,4,ms_disc,35/70,"Included a valid glycine hydroxymethylation route, but failed heavily on Strecker carbon counting."
Serine,5,5,no_research,29/70,Conceptualized a full CO₂ fixation pathway but failed basic stoichiometry (C1+C1=C3).
Serine,5,6,deep_research_gemini,24/70,Saturated with impossible chemical transformations and hallucinated mechanisms.
Threonine,1,1,deep_research_claude,58/70,Flawless identification of lactaldehyde as the necessary precursor for threonine synthesis via both Strecker and Bucherer-Bergs pathways.
Threonine,1,2,deep_research_gpt5.4,43/70,"Partially chemically accurate (photoredox generation of lactaldehyde is correct), though it stumbles on the AMN conjugation stoichiometry."
Threonine,1,3,perfect_rag,34/70,"Conceptually ambitious and identifies lactaldehyde cyanohydrin, but fails due to incorrect Akabori regiochemistry and formula hallucinations."
Threonine,1,4,deep_research_gemini,34/70,"Tied with E in score, but placed lower due to severe C3 → C4 carbon-counting errors (e.g., trying to turn C3 cyanoacetylene into C4 threonine)."
Threonine,1,5,ms_disc,29/70,Massive stoichiometric failures; confuses sugar tetroses with deoxygenated aldehydes and C4 vs C5 Strecker products.
Threonine,1,6,no_research,28/70,"Every major pathway step fails basic organic chemistry rules, confusing homoserine with α-aminobutyrate and failing mass balances."
Threonine,2,1,deep_research_claude,56/70,Perfect structural mapping; accurately uses lactaldehyde and α-keto-β-hydroxybutyrate.
Threonine,2,2,deep_research_gpt5.4,35/70,"Correct Strecker pathway precursor, but fails carbon counting on its creative AMN route."
Threonine,2,3,deep_research_gemini,27/70,Fails to account for the deoxygenation required to create threonine's terminal methyl group.
Threonine,2,4,perfect_rag,25/70,Produces the wrong constitutional isomer (branched instead of straight-chain) and has missing variables.
Threonine,2,5,no_research,25/70,Severe functional group hallucinations (inventing hydroxyl groups during transamination).
Threonine,2,6,ms_disc,15/70,Contains elemental alchemy (generating P and N from CO₂ and H₂).
Threonine,3,1,deep_research_claude,48,The only config to accurately identify the strict structural precursors for threonine without violating carbon stoichiometry.
Threonine,3,2,deep_research_gpt5.4,42,"Successfully integrates real cyanosulfidic literature, though it makes a C-counting error in its secondary AMN pathway."
Threonine,3,3,perfect_rag,32,"Introduces the Akabori extension reaction, but fails by choosing the wrong inputs (Alanine + Formaldehyde)."
Threonine,3,4,ms_disc,31,"Features excellent DAP chemistry, but fails basic math (C₄ + C₁ = C₄)."
Threonine,3,5,no_research,30,"Highly creative mineral usage, but relies on impossible functional group transformations (e.g., transamination yielding an extra OH group)."
Threonine,3,6,deep_research_gemini,20,Deeply unmoored from chemical reality; hallucinates direct conversions without carbon/nitrogen sources.
Threonine,4,1,deep_research_claude,56/70,Only config to use proper carbon accounting and regiochemistry (Lactaldehyde C3 -> Threonine C4).
Threonine,4,2,deep_research_gpt5.4,39/70,"Identifies the correct C3 Strecker precursor, but hallucinates a mathematically impossible AMN alternative pathway."
Threonine,4,3,perfect_rag,38/70,"conceptually strong, but attempts to use Alanine for an Akabori extension, which yields the wrong regiochemical isomer."
Threonine,4,4,deep_research_gemini,31/70,Fails oxygen accounting; assumes sugars with 3-4 hydroxyls can convert to threonine (1 hydroxyl) without deoxygenation.
Threonine,4,5,ms_disc,28/70,Fails carbon accounting; attempts to synthesize a C4 amino acid by Strecker-reacting a C4 aldehyde (yields C5).
Threonine,4,6,no_research,27/70,"Fails basic stoichiometry across all pathways; claims C2+C2 yields an improperly deoxygenated C4, and Strecker yields C4."
