Molecule,Run,Rank,Config,Total Score,Key Differentiator
Arginine,4,1,deep_research_gemini,62/70,Brilliantly integrates both the de novo cyanosulfidic monomer synthesis and Longo's peptide-first guanidination into one coherent system.
Arginine,4,2,perfect_rag,60/70,"Exhibits phenomenal mechanistic detailing of the Sutherland cyanosulfidic pathway, including complex cyclization variants and thioamide cycling."
Arginine,4,3,deep_research_gpt5.4,52/70,"A solid, chemically accurate representation of the cyanosulfidic route, though slightly compressed compared to B and E."
Arginine,4,4,deep_research_claude,47/70,"Honest about literature limits, but structurally fragmented due to the use of ""availability nodes"" rather than continuous reactions."
Arginine,4,5,ms_disc,34/70,"Misses the cyanosulfidic route completely, relying instead on explicitly speculative and unsupported carbon extensions to ornithine."
Arginine,4,6,no_research,29/70,A highly implausible attempt to recreate the biological urea cycle non-enzymatically; completely ignores established abiotic OOL chemistry for arginine.
Arginine,5,1,perfect_rag,61/70,Unmatched mechanistic depth; perfectly maps complex literature variants.
Arginine,5,2,deep_research_gpt5.4,58/70,Highly faithful to primary literature with excellent downstream protopeptide integration.
Arginine,5,3,deep_research_claude,57/70,Broadest literature inclusion (including supercritical water pathways) and avoids hallucinated chemistry.
Arginine,5,4,no_research,54/70,"Highest novelty; constructs a brilliant, cyanamide-activated abiotic urea cycle, despite omitting Patel."
Arginine,5,5,deep_research_gemini,49/70,"Includes excellent peptide-first guanidination literature, but ruined by impossible elemental balances."
Arginine,5,6,ms_disc,36/70,"Omits primary literature and relies on chemically unsupported ""magic"" carbon-expansion steps."
Glutamate,1,1,deep_research_gpt5.4,65/70,"Sophisticated systems-chemistry handling of cyanohydrin traps, side-products, and neutral-pH DAP-Strecker chemistry."
Glutamate,1,2,perfect_rag,62/70,Unmatched mechanistic precision in the intermediate steps of the Fe-promoted hydrothermal alpha-keto acid network.
Glutamate,1,3,deep_research_claude,61/70,"Mature use of ""mixture"" nodes for messy classical chemistries, acknowledging the limits of one-pot integrated systems."
Glutamate,1,4,ms_disc,59/70,"Great inclusion of wet-dry condensation and HKG-cycles, but slightly marred by a carbon-counting error in a side branch."
Glutamate,1,5,deep_research_gemini,53/70,"Brilliant inclusion of the pyroglutamate reservoir, but suffers from orphan molecules and compressed upstream steps."
Glutamate,1,6,no_research,38/70,Fatal chemical errors (C3 + C1 -> C3) and a reliance on mapping modern enzymology directly onto abiotic chemistry.
Glutamate,2,1,deep_research_gpt5.4,68,"Masterful inclusion of chemical realities (cyanohydrin sinks, competitive side products)."
Glutamate,2,2,perfect_rag,66,Unmatched mechanistic rigor; perfectly breaks down complex aldol networks into elementary intermediates.
Glutamate,2,3,deep_research_claude,61,Structurally novel approach to representing product mixtures and stepwise limitations.
Glutamate,2,4,deep_research_gemini,56,"Great inclusion of the pyroglutamate reservoir, but suffers from an un-sourced upstream intermediate."
Glutamate,2,5,ms_disc,55,"Good overarching metabolic cycles, but relies on lumped, schematic reaction mechanisms."
Glutamate,2,6,no_research,38,"Forces an unfeasible, enzyme-dependent sequential carboxylation route while ignoring proven abiotic pathways."
Glutamate,3,1,deep_research_gpt5.4,67,"Unmatched mechanistic nuance; realistically models cyanohydrin traps, side-product competition, and novel DAP-Strecker chemistry."
Glutamate,3,2,perfect_rag,65,Incredibly rigorous mapping of experimental literature; explicitly tracks the exact intermediates of the Fe2+ aldol network.
Glutamate,3,3,deep_research_gemini,64,"Highly creative systems-level design; introduced the brilliant, prebiotically realistic pyroglutamate buffering reservoir."
Glutamate,3,4,deep_research_claude,63,"Scientifically honest; correctly treats ""messy"" atmospheric/UV reactions as complex product mixtures rather than clean syntheses."
Glutamate,3,5,ms_disc,55,"Conceptually interesting exploration of the proto-metabolic HKG cycle, but relies heavily on schematic, unverified steps."
Glutamate,3,6,no_research,39,Chemically inviable; falls into the retro-biosynthetic trap of trying to run the forward TCA cycle without enzymes.
Glutamate,4,**1**,deep_research_gpt5.4,68/70,"Elite mastery of thermodynamic traps (cyanohydrins), DAP chemistry, and side-reactions."
Glutamate,4,**2**,perfect_rag,62/70,Flawless mechanistic mapping of the exact transient intermediates in the Fe²⁺ pathway.
Glutamate,4,**3**,ms_disc,60/70,Excellent convergence of wet-dry surface chemistry and hydrothermal networks onto the α-KG hub.
Glutamate,4,**4**,no_research,58/70,"A highly rigorous theoretical exercise that correctly identifies classical Strecker fallacies, but relies on tough rTCA steps."
Glutamate,4,**5**,deep_research_gemini,57/70,"Introduces the excellent pyroglutamate thermodynamic loop, but suffers from anachronistic NADH usage."
Glutamate,4,**6**,deep_research_claude,55/70,A very broad literature review that feels more like a list of distinct experiments than a cohesive systems-chemistry network.
Glutamate,5,1,deep_research_gpt5.4,69/70,Exquisite systems chemistry; explicitly models cyanohydrin kinetic traps and DAP-mediated circumventions.
Glutamate,5,2,perfect_rag,67/70,Perfect mechanistic mapping of the Moran/Muchowska Fe²⁺-catalyzed protometabolic intermediates.
Glutamate,5,3,deep_research_gemini,63/70,Brilliant inclusion of the glutamate ↔ pyroglutamate thermodynamic sink and strong cyanosulfidic integration.
Glutamate,5,4,deep_research_claude,61/70,Highly responsible handling of complex product mixtures and awareness of one-pot amination failures.
Glutamate,5,5,ms_disc,52/70,"Intellectually honest about its flaws, but ultimately reliant on unsupported speculative connectors."
Glutamate,5,6,no_research,42/70,Fatally hampered by forcing a thermodynamically unfeasible biological rTCA sequence onto prebiotic chemistry.
Glycine,1,1,ms_disc,61,"Perfect network completeness, handles Strecker nuances perfectly, novel phosphoro-Strecker inclusion."
Glycine,1,2,deep_research_claude,54,"Comprehensive and structurally sound baseline, despite minor stoichiometry/reductant gaps."
Glycine,1,3,deep_research_gemini,51,"Great modern literature integration, but penalized heavily for failing to synthesize its own C1 hubs."
Glycine,1,4,deep_research_gpt5.4,49,Clever chemistry but features broken network edges (missing formation paths for major hubs).
Glycine,1,5,no_research,47,Good macro-structure destroyed by a fatal stoichiometric/mass-balance hallucination.
Glycine,1,6,perfect_rag,38,Fails the prompt entirely by relying on complex amino acids and TCA intermediates as starting materials.
Glycine,2,1,no_research,65/70,Flawless integration of metabolism-first (transamination) and cyanosulfidic (Strecker) paradigms; strict simple-to-complex progression.
Glycine,2,2,ms_disc,63/70,Unmatched mechanistic resolution of Strecker variants (cyanohydrin vs. aminomethanol vs. phosphoro-Strecker).
Glycine,2,3,deep_research_claude,61/70,Highly comprehensive; elegantly includes cutting-edge mineral catalysis (2024 ferroan-brucite study).
Glycine,2,4,deep_research_gemini,55/70,Highlights the novel oxyglycolate pathway but is penalized for using complex macromolecules as a starting material.
Glycine,2,5,deep_research_gpt5.4,53/70,Introduces novel computational routes but relies on questionable astrophysical-to-terrestrial environmental mappings.
Glycine,2,6,perfect_rag,47/70,"Approaches glycine as a degradation sink rather than building it from simple geochemical feedstocks, violating the core premise."
Glycine,3,1,no_research,63,Masterful bottom-up topology; brilliantly integrates rTCA analogues with surface chemistry.
Glycine,3,2,deep_research_claude,61,"Extremely comprehensive and literature-accurate, providing a robust, highly redundant network."
Glycine,3,3,ms_disc,60,Strong focus on phosphate-activated chemistry and rigorous cyanohydrin branching logic.
Glycine,3,4,deep_research_gemini,57,Features cutting-edge reactions (oxyglycolate) but penalized for using a complex polymer as a starting point.
Glycine,3,5,deep_research_gpt5.4,54,"Creative non-canonical pathways, but contains a broken link (orphan ethanolamine intermediate)."
Glycine,3,6,perfect_rag,44,Fails the bottom-up premise; relies entirely on unexplained complex biomolecules degrading into glycine.
Glycine,4,1,no_research,65,Unbroken bottom-up synthesis; elegant integration of a closed transamination cycle (alanine/glyoxylate).
Glycine,4,2,deep_research_claude,62,"Highly rigorous and comprehensive, though relies on a slightly speculative pyruvate-fragmentation step."
Glycine,4,3,deep_research_gemini,57,Introduces highly novel pathways (oxyglycolate) but abstracts some upstream synthesis into generic macromolecule nodes.
Glycine,4,4,ms_disc,49,Good pathway layout but marred by a chemically implausible reaction (forming HCN from HCHO and NH3 via UV).
Glycine,4,5,deep_research_gpt5.4,46,Broken network graph; fails to provide synthetic origins for central hubs like ethanolamine and glyoxylate.
Glycine,4,6,perfect_rag,37,"Fails the core prompt constraint by using complex biomolecules (serine, threonine) as un-synthesized starting materials."
Glycine,5,1,deep_research_claude,63/70,"Most comprehensive, complete, and literature-accurate bottom-up network."
Glycine,5,2,ms_disc,58/70,Excellent coherence and completeness; uniquely incorporates phosphoro-Strecker chemistry.
Glycine,5,3,deep_research_gemini,53/70,"Strong basic-water chemistry, but penalized for using a complex polymer (CGP) as a starting material."
Glycine,5,4,no_research,43/70,"Decent structural ideas, but severely penalized for a fatal mass-balance/stoichiometry error in C2 chemistry."
Glycine,5,5,deep_research_gpt5.4,41/70,"Features interesting alternative routes, but the network graph is fundamentally broken due to missing producing reactions for key hubs."
Glycine,5,6,perfect_rag,29/70,Misses the point entirely; relies on complex amino acids and TCA intermediates as starting materials to synthesize the simplest amino acid.
Histidine,1,1,deep_research_gpt5.4,59/70,Outstanding mechanistic depth; uses specific Shen 1987 side-products and DAP-Strecker to solve known pathway incompatibilities.
Histidine,1,2,deep_research_claude,57/70,The most stoichiometrically sound of all configs; utilizes accurate target chemistry and excellent recent contextual literature (FoDHA-CN).
Histidine,1,3,deep_research_gemini,45/70,Plausible systems-level design but undermined by a direct mass-balance error in the aldol assembly of erythrose (C2+C3→C4).
Histidine,1,4,no_research,32/70,"Good upstream cyanosulfidic modules, but fails basic stoichiometry at the final target-assembly step (C4+C3→C6)."
Histidine,1,5,ms_disc,31/70,"Relies on severe stoichiometric hallucinations (C4+C1+C2→C5) and explicitly admitted ""placeholder"" reactions to force convergence."
Histidine,2,1,deep_research_gpt5.4,63/70,Brilliant application of DAP-Strecker chemistry to solve the exact pH bottleneck of the Shen route.
Histidine,2,2,deep_research_claude,56/70,"Highly accurate, honest reflection of the literature; refuses to invent unsupported chemical steps."
Histidine,2,3,deep_research_gemini,53/70,"Broad systems-chemistry approach, but includes parallel branches that don't effectively service the target."
Histidine,2,4,ms_disc,35/70,"Marred by a circular, thermodynamically uphill endgame (aminonitrile -> keto acid -> amino acid)."
Histidine,2,5,no_research,29/70,"Proposes impossible ""handwaved"" organic chemistry (uncatalyzed alkene reductions, bizarre heterocycle substitutions)."
Histidine,3,1,deep_research_gpt5.4,62/70,"Brilliantly patches the historical flaws of the classic Shen route using modern systems chemistry (DAP-Strecker, HCN photoredox)."
Histidine,3,2,deep_research_gemini,50/70,"A solid, conservative representation of the classical Shen route that utilizes mineral/borate stabilization to protect fragile intermediates."
Histidine,3,3,deep_research_claude,48/70,"An accurate literature review of the Shen route, but bloated with dead-end contextual branches that dilute the network's coherence."
Histidine,3,4,no_research,47/70,"A highly creative attempt to build the imidazole ring first, but falls short due to a chemically difficult final side-chain attachment requiring unexplained redox steps."
Histidine,3,5,ms_disc,36/70,"Fails due to fatal chemical flaws, relying on ""magic leaps"" and forbidden anoxic oxidative deaminations to force network convergence."
Histidine,3,-,perfect_rag,N/A,*Not provided in the prompt.*
Histidine,4,1,deep_research_gpt5.4,62/70,Profound primary literature application; solves Strecker pH mismatch with modern DAP chemistry and integrates real experimental byproducts as pathway funnels.
Histidine,4,2,deep_research_claude,56/70,"A highly accurate, honest execution of the canonical Shen-Miller-Oró route, supported by well-chosen, literature-accurate contextual branches."
Histidine,4,3,deep_research_gemini,50/70,"Good overarching systems integration, but suffers from an upstream stoichiometric formose error and relies on a thermodynamically weak HCN synthesis."
Histidine,4,4,no_research,36/70,"Creative biological inspiration, but fails due to a fatal organic chemistry error (4C + 3C = 7C) that results in the wrong carbon-skeleton length for the target."
Histidine,4,5,ms_disc,36/70,"Replaces known literature bottlenecks with ""magic box"" speculative connectors that violate the conservation of mass and basic mechanistic logic."
Histidine,5,1,deep_research_gpt5.4,63/70,Perfectly updates classical chemistry with modern cyanometallate and DAP-Strecker innovations to solve known prebiotic bottlenecks.
Histidine,5,2,deep_research_claude,54/70,"A highly accurate, literature-faithful representation of the traditional Shen-Miller-Oró pathway with excellent contextual side-branches."
Histidine,5,3,deep_research_gemini,48/70,"Good evolutionary integration (AICAR), but hampered by a careless structural error (tetrose vs. pentose) in the nucleotide branch."
Histidine,5,4,no_research,43/70,"Highly creative but structurally flawed; proposes a Knoevenagel/aldol condensation that requires an unexplained ""magic"" reduction step."
Histidine,5,5,ms_disc,36/70,"Fails due to ""magic steps""; forces unrelated robust molecules (DAMN, glyoxylate) together in chemically impossible reactions."
L-Alanine,1,1,ms_disc,61/70,"Brilliant mechanistic chemistry, perfect stoichiometry, and deep literature integration (DAP, Leuckart amination)."
L-Alanine,1,2,deep_research_claude,53/70,"Massive scope and redundancy, covering almost every known abiotic pathway, though slightly sloppy on chemical balancing."
L-Alanine,1,3,no_research,49/70,"A solid, orthodox network with good logical flow, held back by minor environmental mismatches and abstractions."
L-Alanine,1,4,deep_research_gemini,39/70,Suffers from severe chemical balancing errors (omitting NH₃ in an aminonitrile synthesis step) and environmental mismatches.
L-Alanine,1,5,deep_research_gpt5.4,36/70,"Features highly novel reactions, but completely fails structurally by forgetting to synthesize its central hub (pyruvate)."
L-Alanine,1,6,perfect_rag,30/70,A totally fragmented network where over half the molecules magically appear without synthesis or origin.
L-Alanine,2,**1**,deep_research_gpt5.4,67/70,Unmatched integration of 2023–2024 literature; elegantly solves chemical bottlenecks (N-formyl protection).
L-Alanine,2,**2**,deep_research_claude,63/70,Encyclopedic breadth; flawlessly maps almost every major prebiotic paradigm into one unified graph.
L-Alanine,2,**3**,deep_research_gemini,60/70,Very cohesive; uses clever inter-environmental bridges (pyruvate decarboxylation) and strong chiral logic.
L-Alanine,2,**4**,ms_disc,55/70,"High chemical novelty (DAP, Cannizzaro), but pathways are somewhat fragmented and chemically strained in places."
L-Alanine,2,**5**,no_research,48/70,"A generic network that relies heavily on ""magic box"" abstractions for hydrothermal C-C bond formation."
L-Alanine,2,**6**,perfect_rag,47/70,Contains a fatal topological error (an orphaned hub intermediate) that breaks the completeness of the network.
L-Alanine,3,**1**,deep_research_gpt5.4,63/70,Highest novelty and literature accuracy; solves the aminonitrile bottleneck (N-formyl-Ala-CN) and uses proto-biochemical transamination.
L-Alanine,3,**2**,deep_research_claude,57/70,"Incredible breadth of pathways (Bucherer-Bergs, DAMN), suffering only from a minor input mismatch in the spark discharge encoding."
L-Alanine,3,**3**,ms_disc,54/70,"Introduces the excellent DAP phosphoro-Strecker route, but loses points for a redox error in homologation and a placeholder reaction."
L-Alanine,3,**4**,no_research,52/70,"A highly logical, standard network that is let down by a mass balance violation in the transamination step."
L-Alanine,3,**5**,deep_research_gemini,44/70,"Contains severe stoichiometric errors (e.g., forming a dual-nitrogen aminonitrile without an ammonia input)."
L-Alanine,3,**6**,perfect_rag,39/70,"Network graph is broken; complex intermediates (oxaloacetate, serine) appear magically with no formation pathways."
L-Alanine,4,**1**,ms_disc,67/70,"Incredible diversity of novel, literature-backed pathways (DAP, Cannizzaro, DHA) combined with a flawless, fully connected topology."
L-Alanine,4,**2**,deep_research_claude,65/70,Exceptionally complete and highly plausible. Brilliant integration of modern cyanosulfidic and Bucherer-Bergs chemistry.
L-Alanine,4,**3**,deep_research_gemini,57/70,"A solid, functional network with a great narrative flow into peptide assembly, though possessing minor stoichiometry flaws."
L-Alanine,4,**4**,deep_research_gpt5.4,54/70,"Features the most cutting-edge, novel chemistry of the batch, but suffers a massive penalty for failing to synthesize its own central hubs (Pyruvate)."
L-Alanine,4,**5**,no_research,49/70,"Fully connected but mechanistically shallow, relying on hand-wavy ""sequential carbon fixation"" to bridge the hard steps."
L-Alanine,4,**6**,perfect_rag,39/70,"Fundamentally broken topology. Fails to synthesize nearly half of its complex ""intermediates"" from the starting materials."
L-Alanine,5,1,deep_research_gpt5.4,68/70,Astounding novelty; brilliantly integrates 2024/2025 proto-metabolic transamination literature and solves upstream synthesis bottlenecks.
L-Alanine,5,2,deep_research_claude,63/70,"Highly comprehensive and redundant; excellent use of modern literature (Bucherer-Bergs, Ni/H2 amination)."
L-Alanine,5,3,deep_research_gemini,54/70,"Conceptually solid with computational novelty (formaldimine), but suffers from environmental mapping errors."
L-Alanine,5,4,no_research,47/70,"A generic, textbook network. Functional but lacks mechanistic depth and modern scientific nuance."
L-Alanine,5,5,ms_disc,48/70,Features great pathway diversity but is severely penalized for a fatal chemical stoichiometry error (rxn_016).
L-Alanine,5,6,perfect_rag,46/70,Fragmented network; fails the baseline prompt requirement by using complex molecules (oxaloacetate) as unexplained starting materials.
L-Proline,1,1,deep_research_gemini,61/70,Brilliant systems-chemistry integration of multiple distinct paradigms converging on shared hubs.
L-Proline,1,2,deep_research_claude,56/70,"Highly comprehensive coverage of the literature, though hindered by a structural typo in a key cyanohydrin intermediate."
L-Proline,1,3,perfect_rag,50/70,"Mechanistically flawless mapping of the Patel route, but heavily penalized for being a linear pathway rather than a true network."
L-Proline,1,4,ms_disc,35/70,"Suffers from a disconnected dead-end node (oxaloacetate) and relies on an unresolved ""black box"" final reaction."
L-Proline,1,5,no_research,34/70,Contains a fatal structural chemistry error (proposing branched-to-linear conversion via simple hydrolysis).
L-Proline,1,6,deep_research_gpt5.4,24/70,"Relies on chemically nonsensical ""magic"" steps and sidesteps synthesis by relying heavily on meteoritic delivery."
L-Proline,2,1,deep_research_claude,60/70,Most comprehensive integration of diverse literature paradigms without sacrificing chemical rigor.
L-Proline,2,2,deep_research_gemini,58/70,"Brilliant downstream peptide integration, held back only by the use of an unlisted primary starting material."
L-Proline,2,3,no_research,54/70,"Highly creative bottom-up carbon skeleton building and pyroglutamate integration, but suffers from forced, unfeasible chemical leaps."
L-Proline,2,4,perfect_rag,51/70,Mechanistically flawless but lacks network complexity; essentially a transcription of a single linear paper.
L-Proline,2,5,ms_disc,39/70,"Contains a broken, disconnected oxaloacetate branch and relies on a black-box reaction to form the target."
L-Proline,2,6,deep_research_gpt5.4,34/70,"Abandons chemical networking entirely in favor of black boxes, meteoritic delivery, and generic spark discharge claims."
L-Proline,3,1,deep_research_claude,67/70,Mechanistically flawless; accurately captures redox states in complex cyanosulfidic and protometabolic pathways.
L-Proline,3,2,deep_research_gemini,57/70,"Brilliant cyclic Strecker pathway and abiotic rTCA chemistry, marred only by an oxidation-state error in dinitrile cyclization."
L-Proline,3,3,perfect_rag,55/70,"Accurately traces a complex literature synthesis step-by-step, though highly linear and missing one redox detail."
L-Proline,3,4,deep_research_gpt5.4,53/70,Prebiotically honest but relies on black-box experimental observations rather than mapping specific chemical mechanisms.
L-Proline,3,5,no_research,43/70,"Good downstream protometabolism, but contains a fatal structural error attempting to force a branched cyanohydrin into a linear C4 chain."
L-Proline,3,6,ms_disc,34/70,Contains a fatal carbon-counting math error (C3 + C2 = C4) and relies on egregious handwaving for its target chemistry.
L-Proline,4,1,deep_research_gemini,64/70,"The only config to build a chemically flawless, step-by-step intramolecular cyclization network from basic precursors without relying on magic steps."
L-Proline,4,2,deep_research_claude,55/70,"Great multi-environment structure and intact alpha-KG route, but held back by a fatal structural hallucination in the cyanosulfidic cyanohydrin intermediate."
L-Proline,4,3,perfect_rag,45/70,"Mechanistically perfect for the 5 steps it covers, but fails basic mass balance by magically generating a C3 backbone from ammonia alone."
L-Proline,4,4,ms_disc,43/70,"Built good C1/C2 feeder networks, but dodged the actual target synthesis by dropping precursors into a black-box ""reduced mixture"" node."
L-Proline,4,5,deep_research_gpt5.4,40/70,"Bypassed chemical synthesis entirely by relying on meteorites, generic spark discharges, and undefined astrochemical radical chemistry."
L-Proline,4,6,no_research,33/70,"Riddled with severe chemical hallucinations, connecting molecules by carbon-counting rather than valid chemical mechanisms (e.g., pyruvate + HCN to oxaloacetate)."
L-Proline,5,1,deep_research_gemini,64/70,"Flawless integration of defined cyanosulfidic and hydrothermal routes, capped with a realistic dipeptide maturation sink."
L-Proline,5,2,deep_research_claude,60/70,"Exceptionally comprehensive review-style network, though slightly hindered by inclusion of messy ""black-box"" discharge routes."
L-Proline,5,3,no_research,54/70,"A logical C1-to-C5 buildup with creative pyroglutamate chemistry, held back only by a speculative C4-to-C5 homologation step."
L-Proline,5,4,deep_research_gpt5.4,51/70,"Acts more as a planetary inventory (meteorites, lightning) than a strictly mechanistic chemical synthesis network."
L-Proline,5,5,perfect_rag,50/70,Mechanistically flawless but severely over-constrained; it merely transcribes a single paper and wastes the hydrothermal environment.
L-Proline,5,6,ms_disc,47/70,"Relies on an unresolved, black-box condensation reaction for its final target-forming step, lacking mechanistic rigor."
Serine,1,1,perfect_rag,67,"Masterful synthesis of 3 distinct, verified experimental paradigms (Aubrey, Krishnamurthy, Muchowska) into a unified network."
Serine,1,2,deep_research_gpt5.4,65,Brilliant use of bisulfite trapping and formamide protection to explicitly solve the kinetic vulnerabilities of glycolaldehyde.
Serine,1,3,deep_research_claude,64,"Exceptional network completeness, including explicitly modeled serine fragility (retro-aldol degradation) and modern formamide protection."
Serine,1,4,deep_research_gemini,62,"Strong use of highly recent (2023/2024) literature, featuring thiophosphate-mediated synthesis and aminomethanol intermediates."
Serine,1,5,ms_disc,60,"Creative bridging of cyanosulfidic chemistry with protometabolic alpha-keto transamination, though relies on some speculative connections."
Serine,1,6,no_research,54,"Safe and canonical, but lacks the specific chemical problem-solving and literature integration that elevates the other networks."
Serine,2,1,deep_research_gpt5.4,66/70,Brilliantly solves the specific kinetic bottleneck of serine Strecker synthesis via bisulfite trapping.
Serine,2,2,deep_research_gemini,65/70,"Integrates the absolute latest literature, notably thiophosphate-enhanced cyanosulfidic homologation."
Serine,2,3,deep_research_claude,64/70,"The most comprehensive network, uniquely addressing serine degradation and N-formyl thermodynamic protection."
Serine,2,4,ms_disc,58/70,Introduces DAP-mediated phosphoro-Strecker chemistry but relies on speculative alpha-keto bridge steps.
Serine,2,5,perfect_rag,55/70,Features highly novel Schiff-base rearrangements but relies on overly complex starting materials like isocitrate.
Serine,2,6,no_research,54/70,"A disciplined and realistic canonical Strecker network, but lacks the advanced chemical problem-solving of the others."
Serine,3,1,perfect_rag,65/70,Unmatched mechanistic diversity; integrates three entirely distinct chemical paradigms to synthesize serine.
Serine,3,2,deep_research_gpt5.4,64/70,Brilliant use of bisulfite trapping to solve a major real-world kinetic/thermodynamic bottleneck in sugar chemistry.
Serine,3,3,deep_research_claude,63/70,Excellent holistic approach that includes serine degradation/thermal fragility and modern kinetic intermediates.
Serine,3,4,deep_research_gemini,62/70,"Strong systems chemistry focus, featuring very recent thiophosphate-mediated homologation literature."
Serine,3,5,ms_disc,55/70,"Ambitiously attempts to bridge Strecker and alpha-keto metabolism, but suffers from mechanistically speculative C-C bonds."
Serine,3,6,no_research,53/70,"A safe, textbook formose/Strecker network that lacks the mechanistic depth and creative problem-solving of the others."
Serine,4,**1**,perfect_rag,64/70,"Merged 3 unique, expertly cited non-canonical pathways (N-methylene glycine, Fe-promoted keto amination, peracetic acid)."
Serine,4,**2**,deep_research_claude,63/70,Integrated state-of-the-art formyl-protection (Pulletikurti 2023) to solve the classic Strecker reversibility problem.
Serine,4,**3**,deep_research_gpt5.4,62/70,Elegantly solved glycolaldehyde's base-instability using a literature-verified bisulfite trapping mechanism.
Serine,4,**4**,ms_disc,58/70,"Introduced diamidophosphate (DAP) phosphoro-Strecker chemistry, adding great value to the network."
Serine,4,**5**,no_research,51/70,A chemically valid but highly generic and conservative network lacking modern systems chemistry breakthroughs.
Serine,4,**6**,deep_research_gemini,48/70,Suffered a fatal carbon-tracing error (applying Strecker to a C3 sugar to yield a C3 aminonitrile).
Serine,5,1,deep_research_gemini,63,"Employs cutting-edge systems chemistry (thiophosphate, specific catalytic bypasses) to solve classic kinetic bottlenecks."
Serine,5,2,deep_research_gpt5.4,60,Brilliant use of bisulfite trapping and formamide protection to address the chemical fragility of intermediates.
Serine,5,3,deep_research_claude,59,"A comprehensive, highly realistic steady-state network that beautifully integrates synthesis with degradation loops."
Serine,5,4,no_research,53,"Solid, classical network with a realistic retro-aldol buffer, but lacks advanced chemical workarounds."
Serine,5,5,ms_disc,53,"Introduces novel DAP chemistry, but is held back by reliance on highly speculative, uncatalyzed alpha-keto aminations."
Serine,5,6,perfect_rag,51,Features unique chemistry but suffers from severe geochemical implausibility regarding its assumed starting materials.
Threonine,1,1,deep_research_claude,58,Flawlessly executes both the cyanosulfidic route and the Bucherer-Bergs hydantoin route.
Threonine,1,2,deep_research_gpt5.4,56,"Offers exact literature yields/conditions for photoredox chemistry, despite one AMN error."
Threonine,1,3,ms_disc,55,"Highly novel Phosphoro-Strecker endgame, held back by an impossible upstream aldol reaction."
Threonine,1,4,perfect_rag,53,"Accurately features the Bada alanine+CH2O route, but hallucinates lactaldehyde formation."
Threonine,1,5,deep_research_gemini,52,"Misses the crucial acetaldehyde branch, falsely deriving threonine directly from trioses."
Threonine,1,6,no_research,30,Fatally flawed structural chemistry; hallucinates a C3 + C2 = C4 target-forming condensation.
Threonine,2,1,deep_research_claude,62,Flawless stoichiometric balancing in complex multi-component reactions (Bucherer-Bergs) and perfect adherence to the primary cyanosulfidic literature.
Threonine,2,2,deep_research_gemini,60,"Unmatched literature novelty, unearthing Arthur Weber's highly specific threonine thioester chemistry and Aylward's Mg-porphin route."
Threonine,2,3,perfect_rag,58,"Successfully integrated Aubrey's 2008 direct hydrothermal threonine synthesis (Alanine + Formaldehyde), offset only by a missing reductant in its aldol node."
Threonine,2,4,ms_disc,55,"Introduced elegant DAP-mediated phosphoro-Strecker chemistry, but was hindered by a regiochemical impossibility in lactaldehyde formation."
Threonine,2,5,deep_research_gpt5.4,54,"Good cyanosulfidic baseline, but ruined its novel AMN pathway by proposing an impossible C3+C3=C4 reaction."
