Model,Molecule,Run,Config,Criterion,Score
claude_opus4.6,Arginine,1,perfect_rag,Chemical Feasibility,9
claude_opus4.6,Arginine,1,perfect_rag,Pathway Coherence,10
claude_opus4.6,Arginine,1,perfect_rag,Environmental Consistency,9
claude_opus4.6,Arginine,1,perfect_rag,Mechanistic Detail,10
claude_opus4.6,Arginine,1,perfect_rag,Network Completeness,9
claude_opus4.6,Arginine,1,perfect_rag,Prebiotic Plausibility,10
claude_opus4.6,Arginine,1,perfect_rag,Novelty of Reactions,8
claude_opus4.6,Arginine,1,no_research,Chemical Feasibility,10
claude_opus4.6,Arginine,1,no_research,Pathway Coherence,10
claude_opus4.6,Arginine,1,no_research,Environmental Consistency,9
claude_opus4.6,Arginine,1,no_research,Mechanistic Detail,9
claude_opus4.6,Arginine,1,no_research,Network Completeness,10
claude_opus4.6,Arginine,1,no_research,Prebiotic Plausibility,10
claude_opus4.6,Arginine,1,no_research,Novelty of Reactions,10
claude_opus4.6,Arginine,2,deep_research_claude,Chemical Feasibility,3
claude_opus4.6,Arginine,2,deep_research_claude,Pathway Coherence,4
claude_opus4.6,Arginine,2,deep_research_claude,Environmental Consistency,7
claude_opus4.6,Arginine,2,deep_research_claude,Mechanistic Detail,5
claude_opus4.6,Arginine,2,deep_research_claude,Network Completeness,7
claude_opus4.6,Arginine,2,deep_research_claude,Prebiotic Plausibility,5
claude_opus4.6,Arginine,2,deep_research_claude,Novelty of Reactions,5
claude_opus4.6,Arginine,2,deep_research_gemini,Chemical Feasibility,8
claude_opus4.6,Arginine,2,deep_research_gemini,Pathway Coherence,8
claude_opus4.6,Arginine,2,deep_research_gemini,Environmental Consistency,8
claude_opus4.6,Arginine,2,deep_research_gemini,Mechanistic Detail,7
claude_opus4.6,Arginine,2,deep_research_gemini,Network Completeness,8
claude_opus4.6,Arginine,2,deep_research_gemini,Prebiotic Plausibility,8
claude_opus4.6,Arginine,2,deep_research_gemini,Novelty of Reactions,7
claude_opus4.6,Arginine,2,deep_research_gpt5.4,Chemical Feasibility,3
claude_opus4.6,Arginine,2,deep_research_gpt5.4,Pathway Coherence,4
claude_opus4.6,Arginine,2,deep_research_gpt5.4,Environmental Consistency,7
claude_opus4.6,Arginine,2,deep_research_gpt5.4,Mechanistic Detail,5
claude_opus4.6,Arginine,2,deep_research_gpt5.4,Network Completeness,8
claude_opus4.6,Arginine,2,deep_research_gpt5.4,Prebiotic Plausibility,5
claude_opus4.6,Arginine,2,deep_research_gpt5.4,Novelty of Reactions,6
claude_opus4.6,Arginine,2,ms_disc,Chemical Feasibility,9
claude_opus4.6,Arginine,2,ms_disc,Pathway Coherence,9
claude_opus4.6,Arginine,2,ms_disc,Environmental Consistency,8
claude_opus4.6,Arginine,2,ms_disc,Mechanistic Detail,9
claude_opus4.6,Arginine,2,ms_disc,Network Completeness,9
claude_opus4.6,Arginine,2,ms_disc,Prebiotic Plausibility,8
claude_opus4.6,Arginine,2,ms_disc,Novelty of Reactions,10
claude_opus4.6,Arginine,2,perfect_rag,Chemical Feasibility,10
claude_opus4.6,Arginine,2,perfect_rag,Pathway Coherence,9
claude_opus4.6,Arginine,2,perfect_rag,Environmental Consistency,8
claude_opus4.6,Arginine,2,perfect_rag,Mechanistic Detail,10
claude_opus4.6,Arginine,2,perfect_rag,Network Completeness,9
claude_opus4.6,Arginine,2,perfect_rag,Prebiotic Plausibility,9
claude_opus4.6,Arginine,2,perfect_rag,Novelty of Reactions,6
claude_opus4.6,Arginine,2,no_research,Chemical Feasibility,9
claude_opus4.6,Arginine,2,no_research,Pathway Coherence,8
claude_opus4.6,Arginine,2,no_research,Environmental Consistency,8
claude_opus4.6,Arginine,2,no_research,Mechanistic Detail,8
claude_opus4.6,Arginine,2,no_research,Network Completeness,6
claude_opus4.6,Arginine,2,no_research,Prebiotic Plausibility,8
claude_opus4.6,Arginine,2,no_research,Novelty of Reactions,9
claude_opus4.6,Arginine,3,deep_research_claude,Chemical Feasibility,8
claude_opus4.6,Arginine,3,deep_research_claude,Pathway Coherence,8
claude_opus4.6,Arginine,3,deep_research_claude,Environmental Consistency,9
claude_opus4.6,Arginine,3,deep_research_claude,Mechanistic Detail,8
claude_opus4.6,Arginine,3,deep_research_claude,Network Completeness,9
claude_opus4.6,Arginine,3,deep_research_claude,Prebiotic Plausibility,8
claude_opus4.6,Arginine,3,deep_research_claude,Novelty of Reactions,8
claude_opus4.6,Arginine,3,deep_research_gemini,Chemical Feasibility,9
claude_opus4.6,Arginine,3,deep_research_gemini,Pathway Coherence,9
claude_opus4.6,Arginine,3,deep_research_gemini,Environmental Consistency,9
claude_opus4.6,Arginine,3,deep_research_gemini,Mechanistic Detail,9
claude_opus4.6,Arginine,3,deep_research_gemini,Network Completeness,9
claude_opus4.6,Arginine,3,deep_research_gemini,Prebiotic Plausibility,9
claude_opus4.6,Arginine,3,deep_research_gemini,Novelty of Reactions,9
claude_opus4.6,Arginine,3,deep_research_gpt5.4,Chemical Feasibility,3
claude_opus4.6,Arginine,3,deep_research_gpt5.4,Pathway Coherence,6
claude_opus4.6,Arginine,3,deep_research_gpt5.4,Environmental Consistency,8
claude_opus4.6,Arginine,3,deep_research_gpt5.4,Mechanistic Detail,6
claude_opus4.6,Arginine,3,deep_research_gpt5.4,Network Completeness,7
claude_opus4.6,Arginine,3,deep_research_gpt5.4,Prebiotic Plausibility,5
claude_opus4.6,Arginine,3,deep_research_gpt5.4,Novelty of Reactions,7
claude_opus4.6,Arginine,3,ms_disc,Chemical Feasibility,8
claude_opus4.6,Arginine,3,ms_disc,Pathway Coherence,9
claude_opus4.6,Arginine,3,ms_disc,Environmental Consistency,9
claude_opus4.6,Arginine,3,ms_disc,Mechanistic Detail,8
claude_opus4.6,Arginine,3,ms_disc,Network Completeness,9
claude_opus4.6,Arginine,3,ms_disc,Prebiotic Plausibility,8
claude_opus4.6,Arginine,3,ms_disc,Novelty of Reactions,9
claude_opus4.6,Arginine,3,perfect_rag,Chemical Feasibility,9
claude_opus4.6,Arginine,3,perfect_rag,Pathway Coherence,9
claude_opus4.6,Arginine,3,perfect_rag,Environmental Consistency,9
claude_opus4.6,Arginine,3,perfect_rag,Mechanistic Detail,10
claude_opus4.6,Arginine,3,perfect_rag,Network Completeness,9
claude_opus4.6,Arginine,3,perfect_rag,Prebiotic Plausibility,9
claude_opus4.6,Arginine,3,perfect_rag,Novelty of Reactions,7
claude_opus4.6,Arginine,3,no_research,Chemical Feasibility,9
claude_opus4.6,Arginine,3,no_research,Pathway Coherence,10
claude_opus4.6,Arginine,3,no_research,Environmental Consistency,9
claude_opus4.6,Arginine,3,no_research,Mechanistic Detail,9
claude_opus4.6,Arginine,3,no_research,Network Completeness,9
claude_opus4.6,Arginine,3,no_research,Prebiotic Plausibility,10
claude_opus4.6,Arginine,3,no_research,Novelty of Reactions,10
claude_opus4.6,Arginine,4,deep_research_claude,Chemical Feasibility,2
claude_opus4.6,Arginine,4,deep_research_claude,Pathway Coherence,3
claude_opus4.6,Arginine,4,deep_research_claude,Environmental Consistency,6
claude_opus4.6,Arginine,4,deep_research_claude,Mechanistic Detail,4
claude_opus4.6,Arginine,4,deep_research_claude,Network Completeness,5
claude_opus4.6,Arginine,4,deep_research_claude,Prebiotic Plausibility,5
claude_opus4.6,Arginine,4,deep_research_claude,Novelty of Reactions,4
claude_opus4.6,Arginine,4,deep_research_gemini,Chemical Feasibility,4
claude_opus4.6,Arginine,4,deep_research_gemini,Pathway Coherence,5
claude_opus4.6,Arginine,4,deep_research_gemini,Environmental Consistency,7
claude_opus4.6,Arginine,4,deep_research_gemini,Mechanistic Detail,4
claude_opus4.6,Arginine,4,deep_research_gemini,Network Completeness,6
claude_opus4.6,Arginine,4,deep_research_gemini,Prebiotic Plausibility,5
claude_opus4.6,Arginine,4,deep_research_gemini,Novelty of Reactions,4
claude_opus4.6,Arginine,4,deep_research_gpt5.4,Chemical Feasibility,2
claude_opus4.6,Arginine,4,deep_research_gpt5.4,Pathway Coherence,3
claude_opus4.6,Arginine,4,deep_research_gpt5.4,Environmental Consistency,7
claude_opus4.6,Arginine,4,deep_research_gpt5.4,Mechanistic Detail,5
claude_opus4.6,Arginine,4,deep_research_gpt5.4,Network Completeness,5
claude_opus4.6,Arginine,4,deep_research_gpt5.4,Prebiotic Plausibility,4
claude_opus4.6,Arginine,4,deep_research_gpt5.4,Novelty of Reactions,5
claude_opus4.6,Arginine,4,ms_disc,Chemical Feasibility,6
claude_opus4.6,Arginine,4,ms_disc,Pathway Coherence,8
claude_opus4.6,Arginine,4,ms_disc,Environmental Consistency,7
claude_opus4.6,Arginine,4,ms_disc,Mechanistic Detail,7
claude_opus4.6,Arginine,4,ms_disc,Network Completeness,8
claude_opus4.6,Arginine,4,ms_disc,Prebiotic Plausibility,7
claude_opus4.6,Arginine,4,ms_disc,Novelty of Reactions,8
claude_opus4.6,Arginine,4,perfect_rag,Chemical Feasibility,9
claude_opus4.6,Arginine,4,perfect_rag,Pathway Coherence,9
claude_opus4.6,Arginine,4,perfect_rag,Environmental Consistency,9
claude_opus4.6,Arginine,4,perfect_rag,Mechanistic Detail,9
claude_opus4.6,Arginine,4,perfect_rag,Network Completeness,9
claude_opus4.6,Arginine,4,perfect_rag,Prebiotic Plausibility,9
claude_opus4.6,Arginine,4,perfect_rag,Novelty of Reactions,4
claude_opus4.6,Arginine,4,no_research,Chemical Feasibility,8
claude_opus4.6,Arginine,4,no_research,Pathway Coherence,9
claude_opus4.6,Arginine,4,no_research,Environmental Consistency,9
claude_opus4.6,Arginine,4,no_research,Mechanistic Detail,8
claude_opus4.6,Arginine,4,no_research,Network Completeness,9
claude_opus4.6,Arginine,4,no_research,Prebiotic Plausibility,9
claude_opus4.6,Arginine,4,no_research,Novelty of Reactions,10
claude_opus4.6,Arginine,5,deep_research_claude,Chemical Feasibility,9
claude_opus4.6,Arginine,5,deep_research_claude,Pathway Coherence,9
claude_opus4.6,Arginine,5,deep_research_claude,Environmental Consistency,9
claude_opus4.6,Arginine,5,deep_research_claude,Mechanistic Detail,9
claude_opus4.6,Arginine,5,deep_research_claude,Network Completeness,9
claude_opus4.6,Arginine,5,deep_research_claude,Prebiotic Plausibility,9
claude_opus4.6,Arginine,5,deep_research_claude,Novelty of Reactions,7
claude_opus4.6,Arginine,5,deep_research_gemini,Chemical Feasibility,6
claude_opus4.6,Arginine,5,deep_research_gemini,Pathway Coherence,7
claude_opus4.6,Arginine,5,deep_research_gemini,Environmental Consistency,7
claude_opus4.6,Arginine,5,deep_research_gemini,Mechanistic Detail,6
claude_opus4.6,Arginine,5,deep_research_gemini,Network Completeness,8
claude_opus4.6,Arginine,5,deep_research_gemini,Prebiotic Plausibility,7
claude_opus4.6,Arginine,5,deep_research_gemini,Novelty of Reactions,7
claude_opus4.6,Arginine,5,deep_research_gpt5.4,Chemical Feasibility,3
claude_opus4.6,Arginine,5,deep_research_gpt5.4,Pathway Coherence,4
claude_opus4.6,Arginine,5,deep_research_gpt5.4,Environmental Consistency,7
claude_opus4.6,Arginine,5,deep_research_gpt5.4,Mechanistic Detail,5
claude_opus4.6,Arginine,5,deep_research_gpt5.4,Network Completeness,7
claude_opus4.6,Arginine,5,deep_research_gpt5.4,Prebiotic Plausibility,5
claude_opus4.6,Arginine,5,deep_research_gpt5.4,Novelty of Reactions,6
claude_opus4.6,Arginine,5,ms_disc,Chemical Feasibility,8
claude_opus4.6,Arginine,5,ms_disc,Pathway Coherence,9
claude_opus4.6,Arginine,5,ms_disc,Environmental Consistency,8
claude_opus4.6,Arginine,5,ms_disc,Mechanistic Detail,8
claude_opus4.6,Arginine,5,ms_disc,Network Completeness,9
claude_opus4.6,Arginine,5,ms_disc,Prebiotic Plausibility,8
claude_opus4.6,Arginine,5,ms_disc,Novelty of Reactions,9
claude_opus4.6,Arginine,5,perfect_rag,Chemical Feasibility,4
claude_opus4.6,Arginine,5,perfect_rag,Pathway Coherence,5
claude_opus4.6,Arginine,5,perfect_rag,Environmental Consistency,7
claude_opus4.6,Arginine,5,perfect_rag,Mechanistic Detail,5
claude_opus4.6,Arginine,5,perfect_rag,Network Completeness,8
claude_opus4.6,Arginine,5,perfect_rag,Prebiotic Plausibility,4
claude_opus4.6,Arginine,5,perfect_rag,Novelty of Reactions,5
claude_opus4.6,Arginine,5,no_research,Chemical Feasibility,7
claude_opus4.6,Arginine,5,no_research,Pathway Coherence,8
claude_opus4.6,Arginine,5,no_research,Environmental Consistency,8
claude_opus4.6,Arginine,5,no_research,Mechanistic Detail,7
claude_opus4.6,Arginine,5,no_research,Network Completeness,9
claude_opus4.6,Arginine,5,no_research,Prebiotic Plausibility,8
claude_opus4.6,Arginine,5,no_research,Novelty of Reactions,9
claude_opus4.6,Glutamate,1,deep_research_claude,Chemical Feasibility,10
claude_opus4.6,Glutamate,1,deep_research_claude,Pathway Coherence,10
claude_opus4.6,Glutamate,1,deep_research_claude,Environmental Consistency,9
claude_opus4.6,Glutamate,1,deep_research_claude,Mechanistic Detail,9
claude_opus4.6,Glutamate,1,deep_research_claude,Network Completeness,10
claude_opus4.6,Glutamate,1,deep_research_claude,Prebiotic Plausibility,10
claude_opus4.6,Glutamate,1,deep_research_claude,Novelty of Reactions,10
claude_opus4.6,Glutamate,1,deep_research_gemini,Chemical Feasibility,9
claude_opus4.6,Glutamate,1,deep_research_gemini,Pathway Coherence,10
claude_opus4.6,Glutamate,1,deep_research_gemini,Environmental Consistency,10
claude_opus4.6,Glutamate,1,deep_research_gemini,Mechanistic Detail,9
claude_opus4.6,Glutamate,1,deep_research_gemini,Network Completeness,9
claude_opus4.6,Glutamate,1,deep_research_gemini,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,1,deep_research_gemini,Novelty of Reactions,9
claude_opus4.6,Glutamate,1,deep_research_gpt5.4,Chemical Feasibility,9
claude_opus4.6,Glutamate,1,deep_research_gpt5.4,Pathway Coherence,10
claude_opus4.6,Glutamate,1,deep_research_gpt5.4,Environmental Consistency,9
claude_opus4.6,Glutamate,1,deep_research_gpt5.4,Mechanistic Detail,10
claude_opus4.6,Glutamate,1,deep_research_gpt5.4,Network Completeness,10
claude_opus4.6,Glutamate,1,deep_research_gpt5.4,Prebiotic Plausibility,10
claude_opus4.6,Glutamate,1,deep_research_gpt5.4,Novelty of Reactions,9
claude_opus4.6,Glutamate,1,ms_disc,Chemical Feasibility,8
claude_opus4.6,Glutamate,1,ms_disc,Pathway Coherence,9
claude_opus4.6,Glutamate,1,ms_disc,Environmental Consistency,9
claude_opus4.6,Glutamate,1,ms_disc,Mechanistic Detail,8
claude_opus4.6,Glutamate,1,ms_disc,Network Completeness,9
claude_opus4.6,Glutamate,1,ms_disc,Prebiotic Plausibility,8
claude_opus4.6,Glutamate,1,ms_disc,Novelty of Reactions,8
claude_opus4.6,Glutamate,1,perfect_rag,Chemical Feasibility,8
claude_opus4.6,Glutamate,1,perfect_rag,Pathway Coherence,8
claude_opus4.6,Glutamate,1,perfect_rag,Environmental Consistency,9
claude_opus4.6,Glutamate,1,perfect_rag,Mechanistic Detail,8
claude_opus4.6,Glutamate,1,perfect_rag,Network Completeness,8
claude_opus4.6,Glutamate,1,perfect_rag,Prebiotic Plausibility,8
claude_opus4.6,Glutamate,1,perfect_rag,Novelty of Reactions,7
claude_opus4.6,Glutamate,1,no_research,Chemical Feasibility,9
claude_opus4.6,Glutamate,1,no_research,Pathway Coherence,9
claude_opus4.6,Glutamate,1,no_research,Environmental Consistency,9
claude_opus4.6,Glutamate,1,no_research,Mechanistic Detail,10
claude_opus4.6,Glutamate,1,no_research,Network Completeness,9
claude_opus4.6,Glutamate,1,no_research,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,1,no_research,Novelty of Reactions,8
claude_opus4.6,Glutamate,2,deep_research_claude,Chemical Feasibility,9
claude_opus4.6,Glutamate,2,deep_research_claude,Pathway Coherence,9
claude_opus4.6,Glutamate,2,deep_research_claude,Environmental Consistency,9
claude_opus4.6,Glutamate,2,deep_research_claude,Mechanistic Detail,9
claude_opus4.6,Glutamate,2,deep_research_claude,Network Completeness,10
claude_opus4.6,Glutamate,2,deep_research_claude,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,2,deep_research_claude,Novelty of Reactions,9
claude_opus4.6,Glutamate,2,deep_research_gemini,Chemical Feasibility,9
claude_opus4.6,Glutamate,2,deep_research_gemini,Pathway Coherence,9
claude_opus4.6,Glutamate,2,deep_research_gemini,Environmental Consistency,9
claude_opus4.6,Glutamate,2,deep_research_gemini,Mechanistic Detail,9
claude_opus4.6,Glutamate,2,deep_research_gemini,Network Completeness,9
claude_opus4.6,Glutamate,2,deep_research_gemini,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,2,deep_research_gemini,Novelty of Reactions,9
claude_opus4.6,Glutamate,2,deep_research_gpt5.4,Chemical Feasibility,9
claude_opus4.6,Glutamate,2,deep_research_gpt5.4,Pathway Coherence,8
claude_opus4.6,Glutamate,2,deep_research_gpt5.4,Environmental Consistency,8
claude_opus4.6,Glutamate,2,deep_research_gpt5.4,Mechanistic Detail,9
claude_opus4.6,Glutamate,2,deep_research_gpt5.4,Network Completeness,9
claude_opus4.6,Glutamate,2,deep_research_gpt5.4,Prebiotic Plausibility,8
claude_opus4.6,Glutamate,2,deep_research_gpt5.4,Novelty of Reactions,9
claude_opus4.6,Glutamate,2,ms_disc,Chemical Feasibility,8
claude_opus4.6,Glutamate,2,ms_disc,Pathway Coherence,8
claude_opus4.6,Glutamate,2,ms_disc,Environmental Consistency,8
claude_opus4.6,Glutamate,2,ms_disc,Mechanistic Detail,8
claude_opus4.6,Glutamate,2,ms_disc,Network Completeness,9
claude_opus4.6,Glutamate,2,ms_disc,Prebiotic Plausibility,8
claude_opus4.6,Glutamate,2,ms_disc,Novelty of Reactions,8
claude_opus4.6,Glutamate,2,perfect_rag,Chemical Feasibility,8
claude_opus4.6,Glutamate,2,perfect_rag,Pathway Coherence,4
claude_opus4.6,Glutamate,2,perfect_rag,Environmental Consistency,7
claude_opus4.6,Glutamate,2,perfect_rag,Mechanistic Detail,7
claude_opus4.6,Glutamate,2,perfect_rag,Network Completeness,3
claude_opus4.6,Glutamate,2,perfect_rag,Prebiotic Plausibility,6
claude_opus4.6,Glutamate,2,perfect_rag,Novelty of Reactions,8
claude_opus4.6,Glutamate,2,no_research,Chemical Feasibility,9
claude_opus4.6,Glutamate,2,no_research,Pathway Coherence,9
claude_opus4.6,Glutamate,2,no_research,Environmental Consistency,9
claude_opus4.6,Glutamate,2,no_research,Mechanistic Detail,9
claude_opus4.6,Glutamate,2,no_research,Network Completeness,9
claude_opus4.6,Glutamate,2,no_research,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,2,no_research,Novelty of Reactions,9
claude_opus4.6,Glutamate,3,deep_research_claude,Chemical Feasibility,8
claude_opus4.6,Glutamate,3,deep_research_claude,Pathway Coherence,10
claude_opus4.6,Glutamate,3,deep_research_claude,Environmental Consistency,9
claude_opus4.6,Glutamate,3,deep_research_claude,Mechanistic Detail,9
claude_opus4.6,Glutamate,3,deep_research_claude,Network Completeness,10
claude_opus4.6,Glutamate,3,deep_research_claude,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,3,deep_research_claude,Novelty of Reactions,10
claude_opus4.6,Glutamate,3,deep_research_gemini,Chemical Feasibility,9
claude_opus4.6,Glutamate,3,deep_research_gemini,Pathway Coherence,9
claude_opus4.6,Glutamate,3,deep_research_gemini,Environmental Consistency,10
claude_opus4.6,Glutamate,3,deep_research_gemini,Mechanistic Detail,9
claude_opus4.6,Glutamate,3,deep_research_gemini,Network Completeness,9
claude_opus4.6,Glutamate,3,deep_research_gemini,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,3,deep_research_gemini,Novelty of Reactions,9
claude_opus4.6,Glutamate,3,deep_research_gpt5.4,Chemical Feasibility,8
claude_opus4.6,Glutamate,3,deep_research_gpt5.4,Pathway Coherence,9
claude_opus4.6,Glutamate,3,deep_research_gpt5.4,Environmental Consistency,9
claude_opus4.6,Glutamate,3,deep_research_gpt5.4,Mechanistic Detail,10
claude_opus4.6,Glutamate,3,deep_research_gpt5.4,Network Completeness,9
claude_opus4.6,Glutamate,3,deep_research_gpt5.4,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,3,deep_research_gpt5.4,Novelty of Reactions,10
claude_opus4.6,Glutamate,3,ms_disc,Chemical Feasibility,8
claude_opus4.6,Glutamate,3,ms_disc,Pathway Coherence,9
claude_opus4.6,Glutamate,3,ms_disc,Environmental Consistency,9
claude_opus4.6,Glutamate,3,ms_disc,Mechanistic Detail,8
claude_opus4.6,Glutamate,3,ms_disc,Network Completeness,9
claude_opus4.6,Glutamate,3,ms_disc,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,3,ms_disc,Novelty of Reactions,8
claude_opus4.6,Glutamate,3,perfect_rag,Chemical Feasibility,9
claude_opus4.6,Glutamate,3,perfect_rag,Pathway Coherence,8
claude_opus4.6,Glutamate,3,perfect_rag,Environmental Consistency,9
claude_opus4.6,Glutamate,3,perfect_rag,Mechanistic Detail,9
claude_opus4.6,Glutamate,3,perfect_rag,Network Completeness,7
claude_opus4.6,Glutamate,3,perfect_rag,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,3,perfect_rag,Novelty of Reactions,8
claude_opus4.6,Glutamate,3,no_research,Chemical Feasibility,10
claude_opus4.6,Glutamate,3,no_research,Pathway Coherence,10
claude_opus4.6,Glutamate,3,no_research,Environmental Consistency,10
claude_opus4.6,Glutamate,3,no_research,Mechanistic Detail,10
claude_opus4.6,Glutamate,3,no_research,Network Completeness,10
claude_opus4.6,Glutamate,3,no_research,Prebiotic Plausibility,10
claude_opus4.6,Glutamate,3,no_research,Novelty of Reactions,9
claude_opus4.6,Glutamate,4,deep_research_claude,Chemical Feasibility,8
claude_opus4.6,Glutamate,4,deep_research_claude,Pathway Coherence,8
claude_opus4.6,Glutamate,4,deep_research_claude,Environmental Consistency,9
claude_opus4.6,Glutamate,4,deep_research_claude,Mechanistic Detail,8
claude_opus4.6,Glutamate,4,deep_research_claude,Network Completeness,9
claude_opus4.6,Glutamate,4,deep_research_claude,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,4,deep_research_claude,Novelty of Reactions,9
claude_opus4.6,Glutamate,4,deep_research_gemini,Chemical Feasibility,9
claude_opus4.6,Glutamate,4,deep_research_gemini,Pathway Coherence,10
claude_opus4.6,Glutamate,4,deep_research_gemini,Environmental Consistency,10
claude_opus4.6,Glutamate,4,deep_research_gemini,Mechanistic Detail,10
claude_opus4.6,Glutamate,4,deep_research_gemini,Network Completeness,9
claude_opus4.6,Glutamate,4,deep_research_gemini,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,4,deep_research_gemini,Novelty of Reactions,9
claude_opus4.6,Glutamate,4,deep_research_gpt5.4,Chemical Feasibility,9
claude_opus4.6,Glutamate,4,deep_research_gpt5.4,Pathway Coherence,9
claude_opus4.6,Glutamate,4,deep_research_gpt5.4,Environmental Consistency,9
claude_opus4.6,Glutamate,4,deep_research_gpt5.4,Mechanistic Detail,9
claude_opus4.6,Glutamate,4,deep_research_gpt5.4,Network Completeness,9
claude_opus4.6,Glutamate,4,deep_research_gpt5.4,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,4,deep_research_gpt5.4,Novelty of Reactions,10
claude_opus4.6,Glutamate,4,ms_disc,Chemical Feasibility,9
claude_opus4.6,Glutamate,4,ms_disc,Pathway Coherence,9
claude_opus4.6,Glutamate,4,ms_disc,Environmental Consistency,9
claude_opus4.6,Glutamate,4,ms_disc,Mechanistic Detail,9
claude_opus4.6,Glutamate,4,ms_disc,Network Completeness,9
claude_opus4.6,Glutamate,4,ms_disc,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,4,ms_disc,Novelty of Reactions,9
claude_opus4.6,Glutamate,4,perfect_rag,Chemical Feasibility,8
claude_opus4.6,Glutamate,4,perfect_rag,Pathway Coherence,7
claude_opus4.6,Glutamate,4,perfect_rag,Environmental Consistency,8
claude_opus4.6,Glutamate,4,perfect_rag,Mechanistic Detail,9
claude_opus4.6,Glutamate,4,perfect_rag,Network Completeness,4
claude_opus4.6,Glutamate,4,perfect_rag,Prebiotic Plausibility,8
claude_opus4.6,Glutamate,4,perfect_rag,Novelty of Reactions,7
claude_opus4.6,Glutamate,4,no_research,Chemical Feasibility,10
claude_opus4.6,Glutamate,4,no_research,Pathway Coherence,10
claude_opus4.6,Glutamate,4,no_research,Environmental Consistency,9
claude_opus4.6,Glutamate,4,no_research,Mechanistic Detail,10
claude_opus4.6,Glutamate,4,no_research,Network Completeness,10
claude_opus4.6,Glutamate,4,no_research,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,4,no_research,Novelty of Reactions,9
claude_opus4.6,Glutamate,5,deep_research_claude,Chemical Feasibility,9
claude_opus4.6,Glutamate,5,deep_research_claude,Pathway Coherence,9
claude_opus4.6,Glutamate,5,deep_research_claude,Environmental Consistency,9
claude_opus4.6,Glutamate,5,deep_research_claude,Mechanistic Detail,9
claude_opus4.6,Glutamate,5,deep_research_claude,Network Completeness,9
claude_opus4.6,Glutamate,5,deep_research_claude,Prebiotic Plausibility,10
claude_opus4.6,Glutamate,5,deep_research_claude,Novelty of Reactions,9
claude_opus4.6,Glutamate,5,deep_research_gemini,Chemical Feasibility,8
claude_opus4.6,Glutamate,5,deep_research_gemini,Pathway Coherence,9
claude_opus4.6,Glutamate,5,deep_research_gemini,Environmental Consistency,9
claude_opus4.6,Glutamate,5,deep_research_gemini,Mechanistic Detail,8
claude_opus4.6,Glutamate,5,deep_research_gemini,Network Completeness,9
