Molecule,Run,Rank,Config,Total Score,Key Differentiator
Arginine,5,3,perfect_rag,39,"Highly detailed step-by-step mapping, but suffers from oxidation state and carbon-counting errors."
Arginine,5,4,deep_research_claude,29,Merges interesting paradigms but is ruined by impossible Strecker transformations.
Arginine,5,5,no_research,28,Plagued by blatant carbon-counting errors and mass-balance mistakes in the final step.
Arginine,5,6,ms_disc,27,Fails fundamentally on basic organic chemistry principles (decarboxylation and Strecker errors).
Glutamate,1,1,perfect_rag,61,Flawless mechanistic detail for C-C coupling and highly plausible use of hydroxylamine.
Glutamate,1,2,no_research,54,Brilliant systems-chemistry topology featuring abiotic transamination cycles.
Glutamate,1,3,deep_research_gpt5.4,51,"Rigorous modern photoredox/cyanohydrin chemistry, though incomplete in early precursors."
Glutamate,1,4,ms_disc,49,Good C1-C5 mapping and clever use of formate as a hydride donor.
Glutamate,1,5,deep_research_gemini,47,"Solves the unactivated C-C problem with thioesters, but held back by anachronistic NADH."
Glutamate,1,6,deep_research_claude,35,Disjointed pathways and physically impossible single-step CO₂-to-C5 abstractions.
Glutamate,2,1,perfect_rag,63/70,Unmatched mechanistic precision; correctly handles the aldol dehydration/reduction intermediates and uses hydroxylamine to solve amination kinetic barriers.
Glutamate,2,2,deep_research_gpt5.4,59/70,"Highly innovative, successfully leveraging recent literature (DAP chemistry, ZnS photochemistry, FeS geoelectrochemistry) without relying on anachronisms."
Glutamate,2,3,deep_research_claude,54/70,"A solid, highly redundant network utilizing diverse robust pathways, though slightly penalized for using NADH."
Glutamate,2,4,deep_research_gemini,54/70,"Creative use of pyroglutamate and cyanosulfidic chemistry, but starts with complex, highly derived thioesters. (Ties A, but placed 4th due to precursor assumptions)."
Glutamate,2,5,ms_disc,48/70,"Attempts a bottom-up approach but ""magic-steps"" complex C-C couplings, ignoring vital intermediate chemistry."
Glutamate,2,6,no_research,45/70,Conceptually grand but structurally flawed (missing reactions) and chemically optimistic regarding the thermodynamics of unactivated carboxylation.
Glutamate,3,1,perfect_rag,67/70,Absolute mechanistic perfection; explicitly details the required aldol-dehydration-reduction intermediate sequence without skipping steps.
Glutamate,3,2,deep_research_gpt5.4,60/70,Superb literature grounding; flawlessly respects carbon stoichiometry during Strecker and Bucherer-Bergs synthesis.
Glutamate,3,3,deep_research_gemini,42/70,"Features highly creative cyanosulfidic and thioester chemistry, but falls victim to basic carbon-counting errors and biological anachronisms (NADH)."
Glutamate,3,4,deep_research_claude,38/70,Consolidates massive chemical transformations into impossible single steps and fails to balance Strecker mass equations.
Glutamate,3,5,ms_disc,34/70,"Suffers from fatal chemical flaws, notably proposing that a C5 aldehyde yields a C5 amino acid via Strecker synthesis."
Glutamate,3,6,no_research,32/70,Mechanistically disjointed; proposes impossible one-step carbon jumps (C3 to C5) and fundamentally flawed nitrile targets.
Glutamate,4,1,no_research,53,Only network to successfully build the target bottom-up entirely from C1 precursors.
Glutamate,4,2,deep_research_gemini,48,Effectively bridges simple gases to C5 via plausible surface spark/Strecker routes.
Glutamate,4,3,deep_research_gpt5.4,45,"Features the most literature-accurate chemistry, but fails to build from simple feedstocks."
Glutamate,4,4,ms_disc,40,"A good conceptual C1→C5 map, but hindered by broken links and unformed intermediates."
Glutamate,4,5,deep_research_claude,39,"Relies on unformed intermediates, anachronistic NADH, and black-box ""magic"" reactions."
Glutamate,4,6,perfect_rag,35,Severely fragmented network that inexplicably targets L-Glutamate without chiral induction.
Glutamate,5,1,deep_research_gpt5.4,66/70,"Brilliant integration of diverse, cutting-edge abiotic strategies (DAP, ZnS, geoelectrochemistry, cyanohydrin reservoirs)."
Glutamate,5,2,perfect_rag,65/70,Unmatched chemical rigor; flawlessly implements proven iron-aldol and hydroxylamine amination networks.
Glutamate,5,3,deep_research_gemini,62/70,Highly robust integration of cyanosulfidic RNA-world chemistry with hydrothermal thioester pathways.
Glutamate,5,4,deep_research_claude,59/70,"Features great modern reactions (Ni/H₂, UV-pyrite) but utilizes anachronistic complex cofactors (NADH)."
Glutamate,5,5,ms_disc,50/70,Theoretically elegant but relies on highly unfavorable abiotic reverse-TCA carboxylations.
Glutamate,5,6,no_research,43/70,Essentially a map of modern biochemistry stripped of enzymes; lacks plausible abiotic workarounds for strict kinetic barriers.
Glycine,1,1,deep_research_gpt5.4,61,"Perfect mass balance, highly plausible mineral/redox agents, and beautifully integrated novel pathways (ethanolamine, forsterite coupling)."
Glycine,1,2,deep_research_claude,48,"Excellent environmental diversity and novel pathways, held back only by a missing nitrogen source in a key FTT reaction."
Glycine,1,3,ms_disc,39,"Good overarching architecture, but suffers from clear mass balance failures (phantom carbon/oxygen) at convergence points."
Glycine,1,4,deep_research_gemini,36,"Structurally okay, but relies heavily on thermodynamically unfavorable direct S_N2 substitutions on unactivated alcohols and ignores redox stoichiometry."
Glycine,1,5,no_research,33,Riddled with severe mass balance errors (turning C1 directly into C2; losing carbons during cyanide additions).
Glycine,1,6,perfect_rag,31,Conceptually backward (uses complex amino acids to make a simple one) and contains chemically impossible reactions (peracetic acid to glycine).
Glycine,2,1,deep_research_gpt5.4,65/70,"Exceptional use of specific, cutting-edge literature (2020+) without chemical errors."
Glycine,2,2,deep_research_claude,60/70,"A highly robust, error-free consensus network balancing classical and modern routes."
Glycine,2,3,deep_research_gemini,44/70,"Good structure, but compromised by the thermodynamically impossible direct S_N2 amination of an alcohol."
Glycine,2,4,ms_disc,36/70,Marred by a basic stoichiometric error (outputting CO2) and flawed organic reactivity assumptions.
Glycine,2,5,perfect_rag,34/70,Functions as a backwards degradation network (complex -> simple) with hallucinated cleavage reactions.
Glycine,2,6,no_research,23/70,Completely unviable due to fatal carbon-counting errors (C2 + C1 = C2).
Glycine,3,1,deep_research_gpt5.4,65/70,"Absolute stoichiometric rigor combined with highly advanced, specific literature citations (e.g., ethanolamine oxidation, forsterite coupling)."
Glycine,3,2,deep_research_claude,55/70,"Excellent architectural diversity and valid Bucherer-Bergs integration, held back only by a missing nitrogen source in the FTT step."
Glycine,3,3,perfect_rag,47/70,"Saved by brilliant top-down degradation routes and valid hydroxylamine chemistry, though dragged down by hallucinated peracetic acid reactions."
Glycine,3,4,deep_research_gemini,43/70,Visually coherent but relies on a kinetically impossible S_N2 substitution on an α-hydroxy acid in water.
Glycine,3,5,ms_disc,35/70,Fails fundamental mass balance by magically creating a CO₂ byproduct during a carbon-neutral amination step.
Glycine,3,6,no_research,24/70,Systemic failure of carbon tracking; repeatedly violates the conservation of mass (1C -> 2C; 3C -> 2C without decarboxylation).
Glycine,4,1,deep_research_claude,67/70,"Flawless chemical logic, proper mass balance, and robust inclusion of the highly plausible Bucherer-Bergs pathway."
Glycine,4,2,deep_research_gpt5.4,60/70,"Highly creative, diverse, and well-cited network featuring ice radical chemistry and neutral surface couplings."
Glycine,4,3,deep_research_gemini,53/70,"Strong overall cyanosulfidic integration, but marred by a kinetically implausible direct S_N2 amination of an unactivated alpha-hydroxy acid."
Glycine,4,4,ms_disc,43/70,Shares the S_N2 error of Config B and adds a highly problematic formate-to-formaldehyde kinetic bottleneck.
Glycine,4,5,no_research,24/70,"Invalidated by severe, repeated mass balance and stoichiometry errors (C1 -> C2 without carbon addition)."
Glycine,4,6,perfect_rag,23/70,Conceptually backward (uses complex amino acids as starting materials to make simple ones) and proposes chemically impossible hydrolytic C-C cleavages.
Glycine,5,1,deep_research_gpt5.4,64/70,"Flawless carbon/redox balancing combined with highly novel, cutting-edge pathways."
Glycine,5,2,deep_research_gemini,53/70,"Solid, logical network with good environmental integration, minor missing reductants."
Glycine,5,3,deep_research_claude,47/70,"Good literature backing, but suffers from a major missing nitrogen source in a key FTT reaction."
Glycine,5,4,ms_disc,31/70,Plausible structure ruined by severe stoichiometric errors (outputting CO₂/H₂ instead of H₂O in aminations).
Glycine,5,5,perfect_rag,23/70,"Proposes physically impossible organic chemistry (e.g., Asparagine yielding two glycines)."
Glycine,5,6,no_research,18/70,Fails basic conservation of mass; massive C1/C2 carbon counting errors throughout.
Histidine,1,1,deep_research_gpt5.4,61/70,Unmatched chemical precision regarding intermediate structures; excellent use of modern prebiotic discoveries.
Histidine,1,2,deep_research_claude,55/70,Highly robust and complete network that respects chemical limitations and properly caveats speculative steps.
Histidine,1,3,deep_research_gemini,33/70,"Contains a valid surface pathway, but artificially forces incompatible sugar chemistry into 450 K hydrothermal vents."
Histidine,1,4,ms_disc,32/70,"Functionally incomplete; avoids the challenge of the target molecule by starting with complex, ready-made precursors."
Histidine,1,5,no_research,27/70,"Contains a fatal carbon-counting error, proposing a pathway that structurally cannot result in Histidine."
Histidine,2,1,deep_research_gpt5.4,61/70,Absolute chemical accuracy; correctly utilizes the crucial diol intermediate and balances classical/modern prebiotic chemistry perfectly.
Histidine,2,2,deep_research_claude,43/70,"Connects simple precursors to the target, but relies heavily on highly speculative/unfavorable imidazole alkylation steps."
Histidine,2,3,deep_research_gemini,27/70,Identifies the correct general precursors but fails completely on environmental consistency (high-temp hydrothermal sugars/HCN).
Histidine,2,4,no_research,25/70,Builds the wrong homologue entirely (synthesizes an imidazole-glycine derivative instead of histidine) due to unbalanced carbon math.
Histidine,2,5,ms_disc,24/70,"Fails the core task; bypasses 90% of the synthesis by using advanced, highly complex precursors as ""starting materials""."
Histidine,3,1,deep_research_gpt5.4,61/70,Expert-level chemical accuracy; explicitly handles the diol/ethanol intermediates required in the Shen route.
Histidine,3,2,deep_research_claude,45/70,"Good broad-strokes logic, but oversimplifies the sugar-amidine condensation and relies on speculative C4 functionalization."
Histidine,3,3,deep_research_gemini,29/70,Fails environmental consistency by placing highly fragile sugars (erythrose) in high-temperature hydrothermal environments.
Histidine,3,4,no_research,27/70,"Builds the imidazole ring from scratch but commits a fatal structural error, synthesizing an analog with one fewer carbon than histidine."
Histidine,3,5,ms_disc,21/70,"Bypasses the actual problem of prebiotic histidine synthesis entirely by treating complex imidazole precursors as ""starting"" molecules."
Histidine,4,1,deep_research_gpt5.4,59/70,**Chemical rigor.** Only config to correctly identify and resolve the intermediate diol dehydration required to build histidine's side-chain.
Histidine,4,2,deep_research_claude,43/70,"**Logical flow.** Plausible environmental mapping, though it condenses critical chemical steps and relies on speculative C-C couplings."
Histidine,4,3,deep_research_gemini,29/70,**Redundancy.** Offers no real chemical diversity and proposes the thermal impossibility of preserving sugars in 450 K hydrothermal vents.
Histidine,4,4,no_research,26/70,"**Structural error.** Synthesizes the wrong precursor, missing a carbon atom, which would lead to imidazoleglycine rather than histidine."
Histidine,4,5,ms_disc,24/70,"**Rule violation.** Ignores the prompt by starting the synthesis with advanced, complex intermediates rather than simple prebiotic feedstocks."
Histidine,5,1,deep_research_gpt5.4,63/70,Absolute chemical rigor; accurately captured true experimental intermediates (diols) rather than oversimplifying.
Histidine,5,2,deep_research_claude,52/70,"Solid end-to-end pathway generation, though relies on speculative C-C couplings to force branch convergence."
Histidine,5,3,deep_research_gemini,30/70,Combinatorial hallucination; arbitrarily swaps environments resulting in destructive conditions for fragile intermediates.
Histidine,5,4,ms_disc,26/70,"Bypasses the prompt by starting with advanced, complex precursors, providing only the final two reaction steps."
Histidine,5,5,no_research,24/70,Fails basic stoichiometry; structurally impossible to synthesize histidine from the proposed C4 carboxaldehyde precursor.
L-Alanine,1,1,ms_disc,63,"Flawless stoichiometry, perfectly balanced redox chemistry, and highly creative literature-backed pathways (Phosphoro-Strecker)."
L-Alanine,1,2,deep_research_claude,51,Good baseline textbook chemistry; penalized primarily for a structural mismatch in the Bucherer-Bergs precursor.
L-Alanine,1,3,perfect_rag,50,"Excellent use of non-canonical metabolism-like chemistry, but suffers from a C3+C1=C3 error in the Strecker pathway."
L-Alanine,1,4,no_research,45,"Good autotrophic buildup, but penalized for forcing a Strecker reaction on pyruvate to yield a C3 nitrile without decarboxylation."
L-Alanine,1,5,deep_research_gpt5.4,40,"Introduced brilliant proto-transamination, but completely forgot to include a carbon source in its atmospheric spark discharge module."
L-Alanine,1,6,deep_research_gemini,36,Plagued by stoichiometric impossibilities (C1+C1=C3) and severe environmental logic errors (UV light in deep-sea hydrothermal vents).
L-Alanine,2,1,ms_disc,63/70,"Flawless carbon stoichiometry and masterful integration of disparate prebiotic theories (Phosphoro-Strecker, Cyanosulfidic)."
L-Alanine,2,2,no_research,49/70,"Excellent systems-level topology (Wood-Ljungdahl analog), but suffers from C-balance errors in the Pyruvate Strecker step."
L-Alanine,2,3,deep_research_claude,46/70,"Includes solid classic literature, but misidentifies the precursor for the Bucherer-Bergs hydantoin route."
L-Alanine,2,4,perfect_rag,46/70,"Features brilliant modern metabolic analogs, but fails basic organic chemistry in the propanal Strecker reaction."
L-Alanine,2,5,deep_research_gemini,35/70,Catastrophic stoichiometric failure (C1 + C1 = C3) and uses acetaldehyde as a spark discharge starting gas.
L-Alanine,2,6,deep_research_gpt5.4,32/70,"Absolute hallucination in mass balance; attempts to generate carbon-based molecules from H2, NH3, and H2O."
L-Alanine,3,1,deep_research_claude,61,Perfect carbon mass-balancing and excellent integration of the Bucherer-Bergs hydantoin pathway.
L-Alanine,3,2,no_research,59,"Architecturally the most elegant, integrating vent and surface chemistry seamlessly, penalized only for a minor omitted byproduct."
L-Alanine,3,3,deep_research_gpt5.4,53,"Highly creative formamide and transamination routes, but relies on an unexplained, complex C8 biochemical cofactor."
L-Alanine,3,4,perfect_rag,45,"Good metabolism-first chemistry, but contains a textbook carbon-counting error in its Strecker pathway (C3 + C1 = C4, not C3)."
L-Alanine,3,5,ms_disc,39,"Features interesting DAP chemistry, but contains a severe redox error (amination of sugars without a reductant)."
L-Alanine,3,6,deep_research_gemini,38,Broken by a central stoichiometric impossibility (C1 + C1 = C3) and reliance on black-box computational simulations.
L-Alanine,4,1,perfect_rag,59,"Exceptional literature integration, highly novel transamination analogs, and meticulously balanced stoichiometry in key reactions."
L-Alanine,4,2,no_research,53,"A highly logical, stepwise C1→C2→C3 progression that forms a coherent, uninterrupted main trunk from CO₂ to Alanine."
L-Alanine,4,3,ms_disc,42,"Good inclusion of modern phosphorylating agents (DAP), but fundamentally misapplies cyanosulfidic chemistry."
L-Alanine,4,4,deep_research_claude,38,Explores great environments but suffers from severe textbook mass-conservation errors (Bucherer-Bergs carbon counting).
L-Alanine,4,5,deep_research_gpt5.4,35,"Features brilliant proto-biochemical transamination, totally ruined by forgetting to include a carbon source in the spark discharge hub."
L-Alanine,4,6,deep_research_gemini,34,Plagued by impossible environmental conditions (UV in dark vents) and impossible chemistry (1C + 1C = 3C).
L-Alanine,5,1,ms_disc,61,"Flawless carbon stoichiometry and brilliant integration of novel chemistry (DAP, DHA)."
L-Alanine,5,2,no_research,60,The most rigorous bottom-up construction (CO₂ to target); only penalized for one redundant flawed pathway.
L-Alanine,5,3,deep_research_claude,53,"Solid classical Miller-Urey network, but held back by a Bucherer-Bergs carbon-count error and 12K ice."
L-Alanine,5,4,deep_research_gemini,46,"Creative mechanisms, but suffers from severe environmental (UV in vents) and C1+C1=C3 mass-balance errors."
L-Alanine,5,5,deep_research_gpt5.4,46,"Good chemical logic, but completely breaks the rules by magically importing a complex C8 cofactor (Pyridoxal)."
L-Alanine,5,6,perfect_rag,39,"Fails network completeness entirely by relying on complex biological starting materials (Serine, Oxaloacetate)."
L-Proline,1,1,deep_research_gemini,54,"The only network with highly accurate, literature-supported pathways for both cyanosulfidic and hydrothermal routes, avoiding major mass balance errors."
L-Proline,1,2,deep_research_gpt5.4,43,"Features a chemically valid hydrothermal reduction sequence, though weighed down by an orphan intermediate and flawed alternate branches."
L-Proline,1,3,perfect_rag,39,"Tracks carbon math correctly to build the C5 target, but relies on an orphan C3 precursor and highly speculative thione-exchange chemistry."
L-Proline,1,4,ms_disc,37,"Excellent upstream alanine chemistry, but fundamentally fails to produce the target molecule due to a C4 → C5 structural oversight."
L-Proline,1,5,deep_research_claude,32,"Contains severe stoichiometric impossibilities (e.g., synthesizing a C4 molecule from C1 + 0C)."
L-Proline,1,6,no_research,26,"Plagued by catastrophic carbon-counting errors at almost every major hub (C3+C1=C5, C3+C1=C3)."
L-Proline,2,1,deep_research_gemini,62/70,"The only network to flawlessly execute carbon mass balance from C2/C3 precursors up to C5, accurately reflecting leading literature."
L-Proline,2,2,deep_research_gpt5.4,44/70,"Features a perfectly stoichiometric hydrothermal pathway via the correct GSA intermediate, despite a flawed surface pathway."
L-Proline,2,3,deep_research_claude,47/70,"Great hydrothermal amination details, but penalized for confusing Bucherer-Bergs stoichiometry (C5 + C1 ≠ C5)."
L-Proline,2,4,perfect_rag,40/70,"Maintained carbon arithmetic (C3+C1=C4, C4+C1=C5) but relied on a mechanistically impossible lactam-to-nitrile substitution."
L-Proline,2,5,no_research,34/70,Suffered from fundamental arithmetic errors in carbon chain elongation (C3 + C1 = C5).
L-Proline,2,6,ms_disc,19/70,Completely broken mass conservation; attempts to turn a C4 intermediate directly into a C5 target with no carbon source.
L-Proline,3,1,perfect_rag,55,"The only network to successfully execute a complex, mathematically accurate C3 + C1 + C1 synthesis to form the pyrrolidine ring."
L-Proline,3,2,deep_research_gpt5.4,46,"Correctly identifies the strict redox requirements (Glu → GSA) for cyclizing linear amino acids, a step other configs missed."
L-Proline,3,3,deep_research_gemini,43,"Features excellent architecture and valid aldol-chemistry (Stubbs & Moran), but is held back by a broken cyanosulfidic pathway."
L-Proline,3,4,no_research,37,Includes novel transamination steps but is undermined by multiple C3 + C1 ≠ C5 carbon counting errors.
L-Proline,3,5,deep_research_claude,36,"Disjointed, with severe chemical math errors and misapplications of standard named reactions (Bucherer-Bergs)."
L-Proline,3,6,ms_disc,36,"Despite great C1→C3 synthesis, it finishes with a fatal error: attempting to make a C5 target from a C4 cyclic intermediate."
L-Proline,4,1,deep_research_gpt5.4,51/70,The only network to correctly identify and balance the required semialdehyde intermediate for P5C cyclization.
L-Proline,4,2,deep_research_gemini,45/70,"Excellent network architecture and C3+C2 synthesis of α-KG, but penalized for skipping the crucial glutamate reduction step."
L-Proline,4,3,deep_research_claude,35/70,"Features one accurate hydrothermal pathway, but is dragged down by multiple stoichiometric impossibilities in its surface routes."
L-Proline,4,4,no_research,33/70,Suffers from a 3+1=5 carbon math error and severely conflates pyroglutamate with P5C.
L-Proline,4,5,perfect_rag,26/70,"Relies on an entirely fictional ""thione-to-nitrile"" functional group substitution to magically gain a 5th carbon."
L-Proline,4,6,ms_disc,21/70,Fundamentally broken; attempts to cyclize a C4 aldehyde into a C5 amino acid.
L-Proline,5,1,deep_research_gemini,55/70,Expertly utilizes the published C3+C2=C5 (pyruvate+glyoxylate) aldol condensation to solve the carbon-counting problem.
L-Proline,5,2,perfect_rag,46/70,"Flawless conceptual carbon tracking (C3+C1=C4, C4+C1=C5) and highly creative cyanosulfidic ring assembly, despite mechanistic flaws."
L-Proline,5,3,deep_research_gpt5.4,41/70,"A stoichiometrically balanced translation of biological proline synthesis to mineral catalysts, though thermodynamically questionable."
L-Proline,5,4,deep_research_claude,33/70,"Good downstream logic, but fundamentally misunderstands the Bucherer-Bergs reaction (which adds a carbon) and DAMN hydrolysis."
L-Proline,5,5,no_research,26/70,"Tied for last due to severe arithmetic errors (C1 → C2, C3+C1 → C5)."
L-Proline,5,6,ms_disc,26/70,Tied for last; proposes that C1 + C1 = C3 and C4 = C5.
Serine,1,1,perfect_rag,67,Masterful use of Schiff-base mediated aldol chemistry and metabolic-analog (TCA precursor) networks.
Serine,1,2,deep_research_gpt5.4,63,Excellent chemical accuracy; successfully integrates bisulfite-trapping to solve glycolaldehyde instability.
Serine,1,3,deep_research_claude,61,Solid and highly plausible execution of classical Strecker and modern cyanosulfidic pathways.
Serine,1,4,deep_research_gemini,30,"Invalidated by basic carbon-counting errors (C3 + C1 != C3), though it attempts novel RTIP chemistry."
Serine,1,5,ms_disc,29,Severe mass-balance errors (C1 + C1 != C3) and chemically impossible nitrile hydrolysis claims.
Serine,1,6,no_research,20,Riddled with redox/stoichiometry errors and hallucinated citations.
Serine,2,1,Config A,62/70,"The only network perfectly balanced in mass, with zero structural errors and complete from C1 to C3."
Serine,2,2,Config E,50/70,"Brilliant non-enzymatic metabolic mechanics, but penalized for undefined molecules and assumptions."
Serine,2,3,Config C,48/70,"Excellent individual chemistries (bisulfite/ice), but fails entirely to synthesize key C2 precursors."
Serine,2,4,Config D,39/70,Creative transamination ideas ruined by an impossible aldol condensation (no alpha-hydrogens).
Serine,2,5,Config B,33/70,Failed due to carbon counting errors (claims C3 + C1 Strecker yields a C3 amino acid).
Serine,2,6,Config F,31/70,Suffers from the most severe functional group and carbon counting errors across multiple reactions.
Serine,3,1,deep_research_claude,62/70,"Flawless mass balances, complete C1-to-C3 synthesis, and modern protective chemistry."
Serine,3,2,perfect_rag,55/70,"Brilliant alternative chemistry (Schiff base), but penalized for assuming complex starting materials."
Serine,3,3,deep_research_gpt5.4,46/70,"Highly accurate individual reactions, but the network is structurally disconnected and incomplete."
Serine,3,4,ms_disc,36/70,"Contains one valid C1-to-C3 route, but suffers from major mass balance errors in redundant routes."
Serine,3,5,no_research,33/70,"Contains one valid route, but features severe functional group/redox errors in alternative pathways."
Serine,3,6,deep_research_gemini,30/70,Zero valid routes to the target; entirely invalidated by a fundamental C3+C1=C3 math error.
Serine,4,1,perfect_rag,65/70,Exceptional mechanistic precision; flawless execution of Schiff-base alpha-hydroxymethylation.
Serine,4,2,deep_research_claude,61/70,Highly coherent classic/modern hybrid utilizing formamide protection.
Serine,4,3,deep_research_gpt5.4,57/70,"Solid chemistry utilizing bisulfite trapping, though environmentally disjointed."
Serine,4,4,ms_disc,31/70,Fatal mass-balance errors (HCHO + HCN -> Serine).
Serine,4,5,deep_research_gemini,28/70,Fatal mass-balance errors (Glyceraldehyde + HCN -> Serine).
Serine,4,6,no_research,25/70,Pervasive stoichiometric and redox state impossibilities.
Serine,5,1,deep_research_claude,65/70,"Flawless C2+C1 stoichiometry, strict simple precursors, and excellent integration of cutting-edge N-formyl protection literature."
Serine,5,2,deep_research_gpt5.4,62/70,Highly comprehensive network featuring both valid routes to serine (glycolaldehyde Strecker & glycine hydroxymethylation) with bisulfite trapping.
Serine,5,3,perfect_rag,58/70,"Mechanistically brilliant regarding Schiff base intermediates, but loses points for using top-down complex starting materials (isocitrate)."
Serine,5,4,deep_research_gemini,35/70,Fatally flawed by stoichiometric errors (attempting to use C3 precursors in 1-carbon extension reactions to yield a C3 product).
Serine,5,5,ms_disc,28/70,Severe stoichiometric errors (attempting to use C1 precursors in a Strecker reaction to yield a C3 product).
Serine,5,6,no_research,27/70,"Multiple chemical failures, including incorrect oxidation states (reductive amination of glyceraldehyde) and broken atom economy."
Threonine,1,**1**,deep_research_claude,58/70,The *only* network that uses the correct chemical precursors and regiospecificity to yield threonine.
Threonine,1,**2**,deep_research_gemini,38/70,"Conceptually strong thioester integration, though it hallucinates the requisite deoxygenations."
Threonine,1,**3**,deep_research_gpt5.4,38/70,"Good photoredox foundation, but fails basic carbon counting on its hub aminonitrile."
Threonine,1,**4**,ms_disc,35/70,"Highly detailed and novel (phosphoro-Strecker), but chemically synthesizes homoserine, not threonine."
Threonine,1,**5**,no_research,35/70,"Has a correct final step, but upstream pathways fail basic C1/C2 mass balance and oxidation rules."
Threonine,1,**6**,perfect_rag,34/70,Proposes an aldol condensation that chemically yields 2-methylserine rather than threonine.
Threonine,2,**1**,deep_research_claude,51/70,"The only config to successfully feature *two* chemically accurate, experimentally validated threonine pathways (Lactaldehyde Strecker & Akabori Glycine Aldol)."
Threonine,2,**2**,deep_research_gpt5.4,42/70,"Relies on the valid lactaldehyde Strecker route, but loses points for impossible AMN stoichiometry (C3+C3=C4)."
Threonine,2,**3**,perfect_rag,38/70,"Contains the valid lactaldehyde core but ruins its alternate aldol route by using alanine instead of glycine, yielding $\alpha$-methylserine."
Threonine,2,**4**,deep_research_gemini,35/70,"Fails to recognize that sugars (erythrose, glyceraldehyde) lack the terminal methyl group required for threonine."
Threonine,2,**5**,ms_disc,32/70,Synthesizes the wrong isomers entirely (producing homoserine and AABA instead of threonine).
Threonine,2,**6**,no_research,22/70,Riddled with severe violations of basic organic chemistry (impossible stoichiometry and saturated alkane hydrations).
Threonine,3,1,deep_research_claude,49/70,"Successfully leverages the two most historically valid threonine syntheses (Akabori and Patel/cyanosulfidic), despite minor hallucinatory branches."
Threonine,3,2,deep_research_gpt5.4,43/70,"Accurately maps the primary cyanosulfidic route, but suffers from a major C3+C3 mass balance error on its alternate oligomer route."
Threonine,3,3,perfect_rag,37/70,"Features a valid Strecker branch but its core aldol network misunderstands enolate regioselectivity, yielding α-methylserine instead of threonine."
Threonine,3,4,deep_research_gemini,33/70,"Completely misses lactaldehyde, replacing it with an impossible erythrose-dehydration-thioester sequence."
Threonine,3,5,ms_disc,32/70,"Fails at basic regioisomerism; its proposed network perfectly synthesizes *homoserine*, not threonine."
