Model,Molecule,Run,Config,Criterion,Score
claude_opus4.6,Arginine,3,Claude Report,Prebiotic Plausibility,8
claude_opus4.6,Arginine,4,Claude Report,Chemical Feasibility,9
claude_opus4.6,Arginine,4,Claude Report,Environmental Consistency,9
claude_opus4.6,Arginine,4,Claude Report,Mechanistic Detail,10
claude_opus4.6,Arginine,4,Claude Report,Network Completeness,9
claude_opus4.6,Arginine,4,Claude Report,Novelty of Reactions,8
claude_opus4.6,Arginine,4,Claude Report,Pathway Coherence,9
claude_opus4.6,Arginine,4,Claude Report,Prebiotic Plausibility,9
claude_opus4.6,Arginine,5,Claude Report,Chemical Feasibility,6
claude_opus4.6,Arginine,5,Claude Report,Environmental Consistency,8
claude_opus4.6,Arginine,5,Claude Report,Mechanistic Detail,6
claude_opus4.6,Arginine,5,Claude Report,Network Completeness,8
claude_opus4.6,Arginine,5,Claude Report,Novelty of Reactions,7
claude_opus4.6,Arginine,5,Claude Report,Pathway Coherence,7
claude_opus4.6,Arginine,5,Claude Report,Prebiotic Plausibility,7
gpt41,Arginine,1,Claude Report,Chemical Feasibility,6
gpt41,Arginine,1,Claude Report,Environmental Consistency,8
gpt41,Arginine,1,Claude Report,Mechanistic Detail,7
gpt41,Arginine,1,Claude Report,Network Completeness,8
gpt41,Arginine,1,Claude Report,Novelty of Reactions,8
gpt41,Arginine,1,Claude Report,Pathway Coherence,7
gpt41,Arginine,1,Claude Report,Prebiotic Plausibility,8
gpt41,Arginine,2,Claude Report,Chemical Feasibility,6
gpt41,Arginine,2,Claude Report,Environmental Consistency,8
gpt41,Arginine,2,Claude Report,Mechanistic Detail,6
gpt41,Arginine,2,Claude Report,Network Completeness,7
gpt41,Arginine,2,Claude Report,Novelty of Reactions,7
gpt41,Arginine,2,Claude Report,Pathway Coherence,7
gpt41,Arginine,2,Claude Report,Prebiotic Plausibility,7
gpt41,Arginine,3,Claude Report,Chemical Feasibility,7
gpt41,Arginine,3,Claude Report,Environmental Consistency,8
gpt41,Arginine,3,Claude Report,Mechanistic Detail,7
gpt41,Arginine,3,Claude Report,Network Completeness,9
gpt41,Arginine,3,Claude Report,Novelty of Reactions,7
gpt41,Arginine,3,Claude Report,Pathway Coherence,8
gpt41,Arginine,3,Claude Report,Prebiotic Plausibility,8
gpt41,Arginine,4,Claude Report,Chemical Feasibility,5
gpt41,Arginine,4,Claude Report,Environmental Consistency,6
gpt41,Arginine,4,Claude Report,Mechanistic Detail,5
gpt41,Arginine,4,Claude Report,Network Completeness,7
gpt41,Arginine,4,Claude Report,Novelty of Reactions,6
gpt41,Arginine,4,Claude Report,Pathway Coherence,6
gpt41,Arginine,4,Claude Report,Prebiotic Plausibility,5
gpt41,Arginine,5,Claude Report,Chemical Feasibility,6
gpt41,Arginine,5,Claude Report,Environmental Consistency,8
gpt41,Arginine,5,Claude Report,Mechanistic Detail,7
gpt41,Arginine,5,Claude Report,Network Completeness,7
gpt41,Arginine,5,Claude Report,Novelty of Reactions,7
gpt41,Arginine,5,Claude Report,Pathway Coherence,6
gpt41,Arginine,5,Claude Report,Prebiotic Plausibility,8
gpt5.4,Arginine,1,Claude Report,Chemical Feasibility,8
gpt5.4,Arginine,1,Claude Report,Environmental Consistency,8
gpt5.4,Arginine,1,Claude Report,Mechanistic Detail,7
gpt5.4,Arginine,1,Claude Report,Network Completeness,8
gpt5.4,Arginine,1,Claude Report,Novelty of Reactions,8
gpt5.4,Arginine,1,Claude Report,Pathway Coherence,8
gpt5.4,Arginine,1,Claude Report,Prebiotic Plausibility,8
gpt5.4,Arginine,2,Claude Report,Chemical Feasibility,8
gpt5.4,Arginine,2,Claude Report,Environmental Consistency,8
gpt5.4,Arginine,2,Claude Report,Mechanistic Detail,8
gpt5.4,Arginine,2,Claude Report,Network Completeness,8
gpt5.4,Arginine,2,Claude Report,Novelty of Reactions,6
gpt5.4,Arginine,2,Claude Report,Pathway Coherence,8
gpt5.4,Arginine,2,Claude Report,Prebiotic Plausibility,9
gpt5.4,Arginine,3,Claude Report,Chemical Feasibility,8
gpt5.4,Arginine,3,Claude Report,Environmental Consistency,8
gpt5.4,Arginine,3,Claude Report,Mechanistic Detail,7
gpt5.4,Arginine,3,Claude Report,Network Completeness,8
gpt5.4,Arginine,3,Claude Report,Novelty of Reactions,7
gpt5.4,Arginine,3,Claude Report,Pathway Coherence,8
gpt5.4,Arginine,3,Claude Report,Prebiotic Plausibility,8
gpt5.4,Arginine,4,Claude Report,Chemical Feasibility,8
gpt5.4,Arginine,4,Claude Report,Environmental Consistency,8
gpt5.4,Arginine,4,Claude Report,Mechanistic Detail,7
gpt5.4,Arginine,4,Claude Report,Network Completeness,8
gpt5.4,Arginine,4,Claude Report,Novelty of Reactions,7
gpt5.4,Arginine,4,Claude Report,Pathway Coherence,8
gpt5.4,Arginine,4,Claude Report,Prebiotic Plausibility,8
gpt5.4,Arginine,5,Claude Report,Chemical Feasibility,8
gpt5.4,Arginine,5,Claude Report,Environmental Consistency,9
gpt5.4,Arginine,5,Claude Report,Mechanistic Detail,8
gpt5.4,Arginine,5,Claude Report,Network Completeness,8
gpt5.4,Arginine,5,Claude Report,Novelty of Reactions,8
gpt5.4,Arginine,5,Claude Report,Pathway Coherence,8
gpt5.4,Arginine,5,Claude Report,Prebiotic Plausibility,9
claude_opus4.6,Arginine,1,Exact Report,Chemical Feasibility,10
claude_opus4.6,Arginine,1,Exact Report,Environmental Consistency,9
claude_opus4.6,Arginine,1,Exact Report,Mechanistic Detail,10
claude_opus4.6,Arginine,1,Exact Report,Network Completeness,9
claude_opus4.6,Arginine,1,Exact Report,Novelty of Reactions,8
claude_opus4.6,Arginine,1,Exact Report,Pathway Coherence,10
claude_opus4.6,Arginine,1,Exact Report,Prebiotic Plausibility,10
claude_opus4.6,Arginine,2,Exact Report,Chemical Feasibility,9
claude_opus4.6,Arginine,2,Exact Report,Environmental Consistency,8
claude_opus4.6,Arginine,2,Exact Report,Mechanistic Detail,9
claude_opus4.6,Arginine,2,Exact Report,Network Completeness,9
claude_opus4.6,Arginine,2,Exact Report,Novelty of Reactions,7
claude_opus4.6,Arginine,2,Exact Report,Pathway Coherence,10
claude_opus4.6,Arginine,2,Exact Report,Prebiotic Plausibility,9
claude_opus4.6,Arginine,3,Exact Report,Chemical Feasibility,10
claude_opus4.6,Arginine,3,Exact Report,Environmental Consistency,9
claude_opus4.6,Arginine,3,Exact Report,Mechanistic Detail,10
claude_opus4.6,Arginine,3,Exact Report,Network Completeness,8
claude_opus4.6,Arginine,3,Exact Report,Novelty of Reactions,7
claude_opus4.6,Arginine,3,Exact Report,Pathway Coherence,10
claude_opus4.6,Arginine,3,Exact Report,Prebiotic Plausibility,10
claude_opus4.6,Arginine,4,Exact Report,Chemical Feasibility,9
claude_opus4.6,Arginine,4,Exact Report,Environmental Consistency,9
claude_opus4.6,Arginine,4,Exact Report,Mechanistic Detail,10
claude_opus4.6,Arginine,4,Exact Report,Network Completeness,8
claude_opus4.6,Arginine,4,Exact Report,Novelty of Reactions,6
claude_opus4.6,Arginine,4,Exact Report,Pathway Coherence,9
claude_opus4.6,Arginine,4,Exact Report,Prebiotic Plausibility,9
claude_opus4.6,Arginine,5,Exact Report,Chemical Feasibility,9
claude_opus4.6,Arginine,5,Exact Report,Environmental Consistency,9
claude_opus4.6,Arginine,5,Exact Report,Mechanistic Detail,10
claude_opus4.6,Arginine,5,Exact Report,Network Completeness,8
claude_opus4.6,Arginine,5,Exact Report,Novelty of Reactions,8
claude_opus4.6,Arginine,5,Exact Report,Pathway Coherence,9
claude_opus4.6,Arginine,5,Exact Report,Prebiotic Plausibility,9
gpt41,Arginine,1,Exact Report,Chemical Feasibility,10
gpt41,Arginine,1,Exact Report,Environmental Consistency,9
gpt41,Arginine,1,Exact Report,Mechanistic Detail,10
gpt41,Arginine,1,Exact Report,Network Completeness,8
gpt41,Arginine,1,Exact Report,Novelty of Reactions,7
gpt41,Arginine,1,Exact Report,Pathway Coherence,10
gpt41,Arginine,1,Exact Report,Prebiotic Plausibility,10
gpt41,Arginine,2,Exact Report,Chemical Feasibility,10
gpt41,Arginine,2,Exact Report,Environmental Consistency,9
gpt41,Arginine,2,Exact Report,Mechanistic Detail,10
gpt41,Arginine,2,Exact Report,Network Completeness,10
gpt41,Arginine,2,Exact Report,Novelty of Reactions,8
gpt41,Arginine,2,Exact Report,Pathway Coherence,10
gpt41,Arginine,2,Exact Report,Prebiotic Plausibility,10
gpt41,Arginine,3,Exact Report,Chemical Feasibility,10
gpt41,Arginine,3,Exact Report,Environmental Consistency,9
gpt41,Arginine,3,Exact Report,Mechanistic Detail,10
gpt41,Arginine,3,Exact Report,Network Completeness,8
gpt41,Arginine,3,Exact Report,Novelty of Reactions,9
gpt41,Arginine,3,Exact Report,Pathway Coherence,10
gpt41,Arginine,3,Exact Report,Prebiotic Plausibility,10
gpt41,Arginine,4,Exact Report,Chemical Feasibility,10
gpt41,Arginine,4,Exact Report,Environmental Consistency,9
gpt41,Arginine,4,Exact Report,Mechanistic Detail,10
gpt41,Arginine,4,Exact Report,Network Completeness,9
gpt41,Arginine,4,Exact Report,Novelty of Reactions,8
gpt41,Arginine,4,Exact Report,Pathway Coherence,10
gpt41,Arginine,4,Exact Report,Prebiotic Plausibility,10
gpt41,Arginine,5,Exact Report,Chemical Feasibility,10
gpt41,Arginine,5,Exact Report,Environmental Consistency,9
gpt41,Arginine,5,Exact Report,Mechanistic Detail,9
gpt41,Arginine,5,Exact Report,Network Completeness,9
gpt41,Arginine,5,Exact Report,Novelty of Reactions,10
gpt41,Arginine,5,Exact Report,Pathway Coherence,10
gpt41,Arginine,5,Exact Report,Prebiotic Plausibility,8
gpt5.4,Arginine,1,Exact Report,Chemical Feasibility,9
gpt5.4,Arginine,1,Exact Report,Environmental Consistency,8
gpt5.4,Arginine,1,Exact Report,Mechanistic Detail,10
gpt5.4,Arginine,1,Exact Report,Network Completeness,8
gpt5.4,Arginine,1,Exact Report,Novelty of Reactions,8
gpt5.4,Arginine,1,Exact Report,Pathway Coherence,9
gpt5.4,Arginine,1,Exact Report,Prebiotic Plausibility,9
gpt5.4,Arginine,2,Exact Report,Chemical Feasibility,9
gpt5.4,Arginine,2,Exact Report,Environmental Consistency,8
gpt5.4,Arginine,2,Exact Report,Mechanistic Detail,10
gpt5.4,Arginine,2,Exact Report,Network Completeness,8
gpt5.4,Arginine,2,Exact Report,Novelty of Reactions,7
gpt5.4,Arginine,2,Exact Report,Pathway Coherence,8
gpt5.4,Arginine,2,Exact Report,Prebiotic Plausibility,9
gpt5.4,Arginine,3,Exact Report,Chemical Feasibility,9
gpt5.4,Arginine,3,Exact Report,Environmental Consistency,8
gpt5.4,Arginine,3,Exact Report,Mechanistic Detail,10
gpt5.4,Arginine,3,Exact Report,Network Completeness,8
gpt5.4,Arginine,3,Exact Report,Novelty of Reactions,8
gpt5.4,Arginine,3,Exact Report,Pathway Coherence,9
gpt5.4,Arginine,3,Exact Report,Prebiotic Plausibility,9
gpt5.4,Arginine,4,Exact Report,Chemical Feasibility,9
gpt5.4,Arginine,4,Exact Report,Environmental Consistency,8
gpt5.4,Arginine,4,Exact Report,Mechanistic Detail,10
gpt5.4,Arginine,4,Exact Report,Network Completeness,7
gpt5.4,Arginine,4,Exact Report,Novelty of Reactions,8
gpt5.4,Arginine,4,Exact Report,Pathway Coherence,9
gpt5.4,Arginine,4,Exact Report,Prebiotic Plausibility,9
gpt5.4,Arginine,5,Exact Report,Chemical Feasibility,9
gpt5.4,Arginine,5,Exact Report,Environmental Consistency,8
gpt5.4,Arginine,5,Exact Report,Mechanistic Detail,10
gpt5.4,Arginine,5,Exact Report,Network Completeness,8
gpt5.4,Arginine,5,Exact Report,Novelty of Reactions,9
gpt5.4,Arginine,5,Exact Report,Pathway Coherence,9
gpt5.4,Arginine,5,Exact Report,Prebiotic Plausibility,9
claude_opus4.6,Arginine,1,Gemini Report,Chemical Feasibility,9
claude_opus4.6,Arginine,1,Gemini Report,Environmental Consistency,9
claude_opus4.6,Arginine,1,Gemini Report,Mechanistic Detail,10
claude_opus4.6,Arginine,1,Gemini Report,Network Completeness,9
claude_opus4.6,Arginine,1,Gemini Report,Novelty of Reactions,9
claude_opus4.6,Arginine,1,Gemini Report,Pathway Coherence,9
claude_opus4.6,Arginine,1,Gemini Report,Prebiotic Plausibility,9
claude_opus4.6,Arginine,2,Gemini Report,Chemical Feasibility,7
claude_opus4.6,Arginine,2,Gemini Report,Environmental Consistency,8
claude_opus4.6,Arginine,2,Gemini Report,Mechanistic Detail,6
claude_opus4.6,Arginine,2,Gemini Report,Network Completeness,8
claude_opus4.6,Arginine,2,Gemini Report,Novelty of Reactions,6
claude_opus4.6,Arginine,2,Gemini Report,Pathway Coherence,8
claude_opus4.6,Arginine,2,Gemini Report,Prebiotic Plausibility,8
claude_opus4.6,Arginine,3,Gemini Report,Chemical Feasibility,9
claude_opus4.6,Arginine,3,Gemini Report,Environmental Consistency,9
claude_opus4.6,Arginine,3,Gemini Report,Mechanistic Detail,10
claude_opus4.6,Arginine,3,Gemini Report,Network Completeness,9
claude_opus4.6,Arginine,3,Gemini Report,Novelty of Reactions,8
claude_opus4.6,Arginine,3,Gemini Report,Pathway Coherence,9
claude_opus4.6,Arginine,3,Gemini Report,Prebiotic Plausibility,9
claude_opus4.6,Arginine,4,Gemini Report,Chemical Feasibility,8
claude_opus4.6,Arginine,4,Gemini Report,Environmental Consistency,9
claude_opus4.6,Arginine,4,Gemini Report,Mechanistic Detail,9
claude_opus4.6,Arginine,4,Gemini Report,Network Completeness,9
claude_opus4.6,Arginine,4,Gemini Report,Novelty of Reactions,9
claude_opus4.6,Arginine,4,Gemini Report,Pathway Coherence,9
claude_opus4.6,Arginine,4,Gemini Report,Prebiotic Plausibility,8
claude_opus4.6,Arginine,5,Gemini Report,Chemical Feasibility,8
claude_opus4.6,Arginine,5,Gemini Report,Environmental Consistency,8
claude_opus4.6,Arginine,5,Gemini Report,Mechanistic Detail,8
claude_opus4.6,Arginine,5,Gemini Report,Network Completeness,8
claude_opus4.6,Arginine,5,Gemini Report,Novelty of Reactions,7
claude_opus4.6,Arginine,5,Gemini Report,Pathway Coherence,8
claude_opus4.6,Arginine,5,Gemini Report,Prebiotic Plausibility,8
gpt41,Arginine,1,Gemini Report,Chemical Feasibility,7
gpt41,Arginine,1,Gemini Report,Environmental Consistency,9
gpt41,Arginine,1,Gemini Report,Mechanistic Detail,8
gpt41,Arginine,1,Gemini Report,Network Completeness,9
gpt41,Arginine,1,Gemini Report,Novelty of Reactions,10
gpt41,Arginine,1,Gemini Report,Pathway Coherence,8
gpt41,Arginine,1,Gemini Report,Prebiotic Plausibility,9
gpt41,Arginine,2,Gemini Report,Chemical Feasibility,6
gpt41,Arginine,2,Gemini Report,Environmental Consistency,8
gpt41,Arginine,2,Gemini Report,Mechanistic Detail,7
gpt41,Arginine,2,Gemini Report,Network Completeness,4
gpt41,Arginine,2,Gemini Report,Novelty of Reactions,9
gpt41,Arginine,2,Gemini Report,Pathway Coherence,5
gpt41,Arginine,2,Gemini Report,Prebiotic Plausibility,8
gpt41,Arginine,3,Gemini Report,Chemical Feasibility,8
gpt41,Arginine,3,Gemini Report,Environmental Consistency,9
gpt41,Arginine,3,Gemini Report,Mechanistic Detail,8
gpt41,Arginine,3,Gemini Report,Network Completeness,10
gpt41,Arginine,3,Gemini Report,Novelty of Reactions,9
gpt41,Arginine,3,Gemini Report,Pathway Coherence,9
gpt41,Arginine,3,Gemini Report,Prebiotic Plausibility,9
gpt41,Arginine,4,Gemini Report,Chemical Feasibility,4
gpt41,Arginine,4,Gemini Report,Environmental Consistency,7
gpt41,Arginine,4,Gemini Report,Mechanistic Detail,4
gpt41,Arginine,4,Gemini Report,Network Completeness,7
gpt41,Arginine,4,Gemini Report,Novelty of Reactions,8
gpt41,Arginine,4,Gemini Report,Pathway Coherence,5
gpt41,Arginine,4,Gemini Report,Prebiotic Plausibility,6
gpt41,Arginine,5,Gemini Report,Chemical Feasibility,4
gpt41,Arginine,5,Gemini Report,Environmental Consistency,8
gpt41,Arginine,5,Gemini Report,Mechanistic Detail,6
gpt41,Arginine,5,Gemini Report,Network Completeness,6
gpt41,Arginine,5,Gemini Report,Novelty of Reactions,8
gpt41,Arginine,5,Gemini Report,Pathway Coherence,4
gpt41,Arginine,5,Gemini Report,Prebiotic Plausibility,7
gpt5.4,Arginine,1,Gemini Report,Chemical Feasibility,9
gpt5.4,Arginine,1,Gemini Report,Environmental Consistency,9
gpt5.4,Arginine,1,Gemini Report,Mechanistic Detail,9
gpt5.4,Arginine,1,Gemini Report,Network Completeness,9
gpt5.4,Arginine,1,Gemini Report,Novelty of Reactions,9
gpt5.4,Arginine,1,Gemini Report,Pathway Coherence,9
gpt5.4,Arginine,1,Gemini Report,Prebiotic Plausibility,9
gpt5.4,Arginine,2,Gemini Report,Chemical Feasibility,9
gpt5.4,Arginine,2,Gemini Report,Environmental Consistency,9
gpt5.4,Arginine,2,Gemini Report,Mechanistic Detail,9
gpt5.4,Arginine,2,Gemini Report,Network Completeness,9
gpt5.4,Arginine,2,Gemini Report,Novelty of Reactions,8
gpt5.4,Arginine,2,Gemini Report,Pathway Coherence,9
gpt5.4,Arginine,2,Gemini Report,Prebiotic Plausibility,9
gpt5.4,Arginine,3,Gemini Report,Chemical Feasibility,9
gpt5.4,Arginine,3,Gemini Report,Environmental Consistency,9
gpt5.4,Arginine,3,Gemini Report,Mechanistic Detail,9
gpt5.4,Arginine,3,Gemini Report,Network Completeness,9
gpt5.4,Arginine,3,Gemini Report,Novelty of Reactions,9
gpt5.4,Arginine,3,Gemini Report,Pathway Coherence,9
gpt5.4,Arginine,3,Gemini Report,Prebiotic Plausibility,10
gpt5.4,Arginine,4,Gemini Report,Chemical Feasibility,9
gpt5.4,Arginine,4,Gemini Report,Environmental Consistency,9
gpt5.4,Arginine,4,Gemini Report,Mechanistic Detail,9
gpt5.4,Arginine,4,Gemini Report,Network Completeness,9
gpt5.4,Arginine,4,Gemini Report,Novelty of Reactions,9
gpt5.4,Arginine,4,Gemini Report,Pathway Coherence,9
gpt5.4,Arginine,4,Gemini Report,Prebiotic Plausibility,10
gpt5.4,Arginine,5,Gemini Report,Chemical Feasibility,8
gpt5.4,Arginine,5,Gemini Report,Environmental Consistency,9
gpt5.4,Arginine,5,Gemini Report,Mechanistic Detail,9
gpt5.4,Arginine,5,Gemini Report,Network Completeness,9
gpt5.4,Arginine,5,Gemini Report,Novelty of Reactions,9
gpt5.4,Arginine,5,Gemini Report,Pathway Coherence,9
gpt5.4,Arginine,5,Gemini Report,Prebiotic Plausibility,9
claude_opus4.6,Arginine,1,No Report,Chemical Feasibility,10
claude_opus4.6,Arginine,1,No Report,Environmental Consistency,9
claude_opus4.6,Arginine,1,No Report,Mechanistic Detail,10
claude_opus4.6,Arginine,1,No Report,Network Completeness,10
claude_opus4.6,Arginine,1,No Report,Novelty of Reactions,10
claude_opus4.6,Arginine,1,No Report,Pathway Coherence,10
claude_opus4.6,Arginine,1,No Report,Prebiotic Plausibility,10
claude_opus4.6,Arginine,2,No Report,Chemical Feasibility,10
