Molecule,Run,Rank,Config,Total Score,Key Differentiator
Arginine,3,5,no_research,32,"Interesting abiotic urea cycle concept, but relies on thermodynamically impossible unactivated substitutions (citrulline to arginine)."
Arginine,3,6,ms_disc,26,"Fatal chemical errors: missing nitrogen sources, magical 5-carbon jumps, and incorrect use of free guanidine as an electrophile."
Arginine,4,1,perfect_rag,68/70,"Impeccable mass balance, expert-level mechanistic rigor, and a brilliant, novel pyrimidine-protection homologation strategy."
Arginine,4,2,deep_research_gemini,40/70,"Conceptually grasped the correct homologation logic to build the carbon chain, though failed to list HCN in the inputs."
Arginine,4,3,deep_research_claude,38/70,"Used verified pathways for the final assembly (ornithine + cyanamide), though earlier steps had mass balance and functional group errors."
Arginine,4,4,deep_research_gpt5.4,35/70,Attempted a cyanosulfidic route but failed mass balancing and invented impossible intermediates (thiolactams without sulfur inputs).
Arginine,4,5,ms_disc,29/70,"Plagued by fundamental misunderstandings of organic chemistry (Strecker synthesis on alpha-ketoglutarate, decarboxylation of glutamate)."
Arginine,4,6,no_research,29/70,"Shared the fatal Strecker errors of D, compounded by thermodynamically impossible unactivated carboxylate reductions."
Arginine,5,1,perfect_rag,66,Flawless chemical logic; perfectly balances stoichiometry across complex homologations.
Arginine,5,2,deep_research_gemini,37,"Conceptually accurate cyanosulfidic steps, but fails to include HCN in reaction inputs."
Arginine,5,3,deep_research_claude,31,"Features valid late-stage guanylation, but main pathway fails basic C3 + C1 = C6 math."
Arginine,5,4,ms_disc,21,Interesting alternative paradigm (TCA/Strecker) but riddled with impossible chemistry and elemental alchemy.
Arginine,5,5,no_research,19,"Highly hand-wavy block diagram reliant on non-enzymatic magic steps (CO₂ to C5, selective reductions)."
Arginine,5,6,deep_research_gpt5.4,14,Fundamentally invalid network that conjures nitrogen and sulfur atoms out of CO₂ and H₂O.
Glutamate,1,1,deep_research_gpt5.4,65/70,"Brilliant integration of modern (2019-2024) literature, utilizing highly specific, chemically rigorous pathways (DAP, hydantoins)."
Glutamate,1,2,deep_research_claude,62/70,Highly feasible network that accurately leverages protometabolic aldol condensations to bypass impossible carboxylations.
Glutamate,1,3,perfect_rag,52/70,"Excellent breakdown of hydrothermal TCA analogs, but suffers from orphaned surface precursors and one chemically flawed substitution."
Glutamate,1,4,deep_research_gemini,44/70,"Decent conceptual connections, but fatally undermined by the anachronistic use of NADH and orphaned succinate."
Glutamate,1,5,ms_disc,39/70,Overly vague mechanistic steps and unbalanced homologation reactions mask a lack of underlying chemical rigor.
Glutamate,1,6,no_research,33/70,"Relies on thermodynamically impossible aqueous carboxylations, representing an outdated and chemically naive approach to protometabolism."
Glutamate,2,1,deep_research_claude,60,"Best balance of completeness from C1 precursors, accurate modern literature, and cross-environmental redundancy."
Glutamate,2,2,deep_research_gpt5.4,57,"Highest chemical novelty (phosphoro-Strecker, hydantoin) but docked because its alpha-ketoglutarate hub forms a closed loop with no C1 root."
Glutamate,2,3,perfect_rag,57,"Unmatched mechanistic precision for the aldol C5-assembly, but heavily penalized for starting with un-synthesized C3/C5 orphans."
Glutamate,2,4,ms_disc,53,"Solid overall architecture, but condenses complex thioester TCA steps too much and relies on an orphan acetyl input."
Glutamate,2,5,deep_research_gemini,51,"Good cyanosulfidic integration, but ruined by the biologically anachronistic use of NADH and an orphan succinic acid input."
Glutamate,2,6,no_research,40,"Topologically complete but chemically unfeasible due to thermodynamically impossible direct, unactivated carboxylations."
Glutamate,3,1,deep_research_gpt5.4,62,"Flawless chemistry, highly detailed mechanisms, and excellent literature backing."
Glutamate,3,2,deep_research_claude,55,"Strong integration of hydrothermal and surface chemistry, though missing the source of acrolein."
Glutamate,3,3,deep_research_gemini,47,Good overall structure but heavily penalized for treating NADH as a prebiotic starting reagent.
Glutamate,3,4,perfect_rag,44,Accurate core chemistry but suffers from severe topological errors and missing intermediate syntheses.
Glutamate,3,5,ms_disc,41,"Chemically sloppy, with major mass-balance issues and mismatched inputs/mechanisms."
Glutamate,3,6,no_research,31,"Fundamentally misunderstands Strecker chemistry, resulting in impossible carbon-counting errors."
Glutamate,4,1,deep_research_gpt5.4,64,"Integrates cutting-edge, highly novel literature (phosphoro-Strecker, Bucherer-Bergs) with flawless feasibility."
Glutamate,4,2,perfect_rag,62,"Provides masterfully detailed, step-by-step chemical mechanisms for protometabolic hydrothermal chemistry."
Glutamate,4,3,deep_research_claude,61,"A highly robust, well-rounded network that accurately applies classic and modern literature without critical flaws."
Glutamate,4,4,deep_research_gemini,49,"Good cyanosulfidic routes, but severely penalized for the anachronistic use of NADH as a prebiotic reagent."
Glutamate,4,5,ms_disc,45,"Contains a major mechanistic gap, claiming a C4 molecule forms directly from C1+C1 precursors without a valid homologation route."
Glutamate,4,6,no_research,32,Invalidated by a fatal chemical error; misapplies Strecker synthesis to the wrong carbon-length precursor.
Glutamate,5,1,deep_research_claude,60,Perfectly balances chemical rigor with a complete bottom-up synthesis from C1 to C5.
Glutamate,5,2,deep_research_gpt5.4,56,"Highly novel, brilliant chemistry (DAP, hydantoins) but lacks bottom-up precursor synthesis."
Glutamate,5,3,perfect_rag,55,"Impeccable step-by-step mechanistic rigor, but relies entirely on assumed upstream C2/C3 inputs."
Glutamate,5,4,ms_disc,38,Attempts bottom-up synthesis but fails due to biologically anachronistic chemical jumps.
Glutamate,5,5,no_research,37,Comprehensive topology ruined by a fundamental misunderstanding of keto-acid Strecker chemistry.
Glutamate,5,6,deep_research_gemini,36,Fatally compromised by the inclusion of the biological coenzyme NADH in a prebiotic pool.
Glycine,1,1,deep_research_claude,61/70,The only network with near-perfect chemical logic *and* perfectly mapped internal JSON metadata.
Glycine,1,2,ms_disc,57/70,"Highly rigorous chemistry and excellent environmental constraints, held back only by internal metadata mapping errors."
Glycine,1,3,deep_research_gemini,43/70,"Novel pathways, but penalized for hallucinating unactivated SN2 reactions and aldol chemistry on CO2."
Glycine,1,4,perfect_rag,41/70,"Interesting metabolic chemistry, but suffers from a fatal structural error (target molecule missing from JSON) and backwards prebiotic logic."
Glycine,1,5,no_research,37/70,Fails due to a blatant violation of mass balance (C2 to C3 via simple amination) and orphan complex precursors.
Glycine,1,6,deep_research_gpt5.4,35/70,Fails due to massive environmental hallucinations (liquid aqueous reactions at 20 Kelvin) and missing nodes.
Glycine,2,1,deep_research_claude,62/70,"Flawless data structure paired with cutting-edge, literature-backed chemistry."
Glycine,2,2,ms_disc,56/70,"Highly coherent and chemically sound, lacking errors but slightly less novel than A."
Glycine,2,3,deep_research_gemini,45/70,"Good structural topology, but hampered by major textbook chemical mechanism errors."
Glycine,2,4,no_research,37/70,Broken network pathways (orphaned inputs) and mass imbalances limit its utility.
Glycine,2,5,deep_research_gpt5.4,36/70,Completely fails basic physical constraints (assigning liquid water reactions to 20 Kelvin).
Glycine,2,6,perfect_rag,29/70,Critical data failures (missing target molecule ID) and impossible chemical reactions.
Glycine,3,1,deep_research_claude,58,Most chemically sound bottom-up network with cutting-edge mineral catalysis. Wins tiebreaker via superior core chemistry.
Glycine,3,2,deep_research_gemini,58,"Structurally the best network with great novelty, but held back by a fundamental misunderstanding of the formose reaction."
Glycine,3,3,deep_research_gpt5.4,48,"Highly novel computational pathways, but severely penalized for illegally treating complex ethanolamine as a starting material."
Glycine,3,4,ms_disc,42,"Feasible individual reactions ruined by physically absurd ""yo-yo"" environmental transport and broken pathway definitions."
Glycine,3,5,no_research,39,Contains massive gaps in network contiguity; heavily relies on orphaned intermediates that are never synthesized.
Glycine,3,6,perfect_rag,34,"Fundamentally misunderstands the assignment by using complex amino acids (Serine, Threonine) to synthesize simpler Glycine top-down."
Glycine,4,1,deep_research_claude,57/70,Most complete and chemically accurate network; excellent integration of recent literature.
Glycine,4,2,deep_research_gpt5.4,52/70,"Highly novel and chemically sound, but penalized for treating complex ethanolamine as a starting material."
Glycine,4,3,ms_disc,38/70,"Conceptually okay, but suffers from a fatal self-referential topology loop in its reaction graph."
Glycine,4,4,deep_research_gemini,37/70,"Ambitious inclusion of the oxyglycolate pathway, ruined by thermodynamically impossible reactions."
Glycine,4,5,no_research,36/70,Suffers from stoichiometric violations (creating carbon from nowhere) and missing source reactions.
Glycine,4,6,perfect_rag,28/70,Uses degradative pathways (breaking down complex amino acids) rather than bottom-up prebiotic synthesis; severe chemical errors.
Glycine,5,1,deep_research_gpt5.4,63/70,"Chemically flawless, exceptionally novel pathways (ethanolamine oxidation, formaldimine), and highly cohesive environmental flow."
Glycine,5,2,deep_research_claude,54/70,"Highly comprehensive and thoroughly referenced, though it suffers from a minor geographic implausibility in one pathway loop."
Glycine,5,3,no_research,42/70,"Solid foundational setup, but suffers from a major mass balance violation in the extended Strecker pathway."
Glycine,5,4,deep_research_gemini,42/70,Features a fundamental organic chemistry error (direct SN2 on an unactivated alcohol) and a backwards formose reaction.
Glycine,5,5,ms_disc,39/70,"Marred by internal definition loops, geographical inconsistencies, and improper chemical terminology."
Glycine,5,6,perfect_rag,33/70,"Proposes chemically incorrect decomposition reactions and relies on complex amino acids to synthesize simple ones, violating prebiotic logic."
Histidine,1,1,deep_research_gpt5.4,60/70,"Uses a brilliant, literature-backed alternative (imidazole-4-ethanol) that perfectly avoids regioselectivity issues."
Histidine,1,2,deep_research_claude,55/70,Accurately relies on the primary Shen pathway and explicitly correctly identifies literature bottlenecks.
Histidine,1,3,deep_research_gemini,44/70,Maintains the correct primary route but includes a stoichiometrically impossible purine-to-histidine crossover.
Histidine,1,4,no_research,38/70,"Fails to recognize that pre-formed imidazoles undergo N-alkylation, rendering its primary C-C coupling steps invalid."
Histidine,1,5,ms_disc,31/70,"Contains severe fundamental errors, such as hydrolyzing an aminonitrile directly into a keto acid."
Histidine,2,1,no_research,63,"Introduces a brilliant, novel UV-catalyzed radical coupling (Minisci-type) to bypass the historically problematic Shen erythrose route."
Histidine,2,2,deep_research_claude,55,"A highly accurate, honest reflection of the standard textbook literature, correctly identifying bottlenecks without inventing impossible chemistry."
Histidine,2,3,deep_research_gpt5.4,36,"A decent attempt at mixing photochemistry and formose, but severely crippled by a missing reaction (`rxn_013`) that breaks multiple pathways."
Histidine,2,4,deep_research_gemini,30,Fails basic mass balance (C2 + C1 $\neq$ C5) and attempts impossible functional group interconversions on purine rings.
Histidine,2,5,ms_disc,23,Contains a fatal fundamental organic chemistry error (claiming aminonitrile hydrolysis yields an alpha-keto acid rather than an amino acid).
Histidine,2,6,perfect_rag,N/A,*(Omitted from prompt)*
Histidine,3,1,deep_research_gpt5.4,56/70,The most scientifically rigorous chemistry; brilliantly pulls the verifiable (but obscure) imidazole-4-ethanol intermediate from the literature to build a highly plausible network.
Histidine,3,2,deep_research_claude,55/70,"A solid, structurally perfect baseline relying on the classic Shen-Oró-Miller pathway, though its alternative pathways rely on ""magic box"" carbon counting."
Histidine,3,3,no_research,54/70,"Highly creative biomimetic approach utilizing transamination and UV-radical coupling, held back only by the poor C-nucleophilicity of unactivated imidazole."
Histidine,3,4,deep_research_gemini,46/70,"Functionally broken bridging reactions; attempts to convert a C4 purine intermediate to a C5 amino acid precursor via simple ""decarboxylation""."
Histidine,3,5,ms_disc,35/70,Fatal organic chemistry errors; claims the standard hydrolysis of an aminonitrile yields an alpha-keto acid rather than an amino acid.
Histidine,3,N/A,perfect_rag,-,*(Config E was not provided in the prompt).*
Histidine,4,1,deep_research_gpt5.4,60/70,"Brilliant integration of modern cyanosulfidic sugar synthesis with robust, literature-backed alternative ring-closure pathways (imidazole-4-ethanol)."
Histidine,4,2,deep_research_claude,50/70,"Academically honest network relying on the proven, if flawed, classical Shen route, though speculative backups are weak."
Histidine,4,3,no_research,37/70,"Good systemic/environmental topology, but falls into the classic regioselectivity trap of attempting to C4-alkylate a bare imidazole ring."
Histidine,4,4,deep_research_gemini,29/70,Confuses distinct cyanosulfidic pathways (yielding 2-aminooxazole instead of AIC) and proposes impossible redox chemistry.
Histidine,4,5,ms_disc,22/70,Fails undergraduate organic chemistry (proposing an aminonitrile hydrolyzes into a keto acid instead of an amino acid).
Histidine,4,6,perfect_rag,N/A,*(Omitted from the prompt)*
Histidine,5,1,deep_research_gpt5.4,58/70,Brilliant integration of cyanosulfidic photoredox sugars with the classical Shen route; highest chemical accuracy.
Histidine,5,2,deep_research_claude,54/70,Safely and accurately utilizes the Shen et al. pathway while clearly delineating its redundant paths as speculative.
Histidine,5,3,deep_research_gemini,39/70,"Primary pathway is sound, but features a massive chemical impossibility in its purine-to-histidine cross-talk branch."
Histidine,5,4,no_research,34/70,Fails due to a fundamental regioselectivity error regarding N-alkylation vs. C-alkylation of the imidazole ring.
Histidine,5,5,ms_disc,29/70,"Contains fatal undergraduate-level organic chemistry errors (e.g., aminonitrile hydrolysis yielding a keto acid)."
L-Alanine,1,1,no_research,64/70,Flawless C1->C2->C3 abiotic carbon backbone generation.
L-Alanine,1,2,deep_research_claude,60/70,"Highly robust, redundant network strictly adhering to literature."
L-Alanine,1,3,perfect_rag,52/70,"Cutting-edge individual reactions, but heavily penalized for disconnected hubs."
L-Alanine,1,4,deep_research_gemini,51/70,"Good integration of theories, but contains a stoichiometrically impossible reaction."
L-Alanine,1,5,deep_research_gpt5.4,47/70,Suffers from the highly anachronistic inclusion of Pyridoxal as a starting material.
L-Alanine,1,6,ms_disc,34/70,Critically flawed by multiple violations of basic chemical stoichiometry.
L-Alanine,2,1,perfect_rag,68,Masterful integration of cutting-edge metabolic (Fe/hydroxylamine) and cyanosulfidic literature.
L-Alanine,2,2,deep_research_gemini,64,"Brilliant systems-level design, using thermal decarboxylation to physically link vent and surface chemistries."
L-Alanine,2,3,deep_research_gpt5.4,63,Exceptional introduction of protometabolic transamination (pyridoxal) and chiral amplification.
L-Alanine,2,4,deep_research_claude,57,"A highly solid, standard network improved by the novel inclusion of the Bucherer-Bergs pathway."
L-Alanine,2,5,no_research,51,Conceptually elegant but relies on thermodynamically unfavorable abiotic acetate carboxylation.
L-Alanine,2,6,ms_disc,42,"Misapplies chemical literature (e.g., DAP for Strecker) and relies on highly unlikely condensation mechanisms."
L-Alanine,3,1,no_research,66/70,Perfect step-wise C1-C2-C3 bottom-up construction with zero orphan molecules.
L-Alanine,3,2,deep_research_claude,62/70,"Excellent literature integration and redundancy, utilizing Bucherer-Bergs and Strecker."
L-Alanine,3,3,deep_research_gemini,61/70,Outstanding environmental transitions linking vents to surface via decarboxylation.
L-Alanine,3,4,ms_disc,53/70,Novel reactions (phosphoro-Strecker) but penalized for unexplained complex starting materials.
L-Alanine,3,5,deep_research_gpt5.4,50/70,Interesting biomimetic concepts ruined by the inclusion of anachronistic cofactors (pyridoxal).
L-Alanine,3,6,perfect_rag,45/70,Fails as a network; a disjointed list of literature reactions relying heavily on orphan intermediates.
L-Alanine,4,1,no_research,61,Perfect network completeness from simple feedstocks with zero mass imbalances.
L-Alanine,4,2,deep_research_gemini,52,"Excellent environmental interconnection, marred only by one minor mass-imbalanced side reaction."
L-Alanine,4,3,deep_research_claude,48,"Good completeness from starting materials, but penalized for a major mass imbalance in the Bucherer-Bergs step."
L-Alanine,4,4,perfect_rag,47,"Flawless individual chemical steps, but failed as a network by relying entirely on complex un-synthesized orphans."
L-Alanine,4,5,deep_research_gpt5.4,45,"Highly creative biomimetic approach, but suffered from redox errors and reliance on un-synthesized pyridoxal."
L-Alanine,4,6,ms_disc,24,"Fundamentally broken chemistry, mass imbalances, and misapplied literature across the board."
L-Alanine,5,1,no_research,65/70,Flawless network topology linking abiotic Wood-Ljungdahl C-C coupling to Strecker synthesis.
L-Alanine,5,2,deep_research_claude,60/70,"Highly complete, utilizing the Bucherer-Bergs pathway, but slightly vague on C1 homologation."
L-Alanine,5,3,deep_research_gemini,53/70,"Great environmental interplay, but features a stoichiometrically flawed formaldimine reaction."
L-Alanine,5,4,deep_research_gpt5.4,47/70,"Good individual chemistry but relies heavily on complex orphaned molecules (pyridoxal, glycine)."
L-Alanine,5,5,perfect_rag,43/70,A disconnected list of late-stage reactions; fails to build its complex precursors from simple gases.
L-Alanine,5,6,ms_disc,33/70,"Riddled with chemically impossible transformations (e.g., direct formamide addition to alanine)."
L-Proline,1,1,perfect_rag,62,"Flawless mass balances, brilliant mechanistic integration of C1/C3 precursors into a validated cyanosulfidic core."
L-Proline,1,2,deep_research_claude,51,"Good integration of modern literature and redundant pathways, suffering only from some abstracted mechanics."
L-Proline,1,3,deep_research_gpt5.4,44,"Topologically sound but heavily reliant on ""black-box"" abstraction and difficult thermodynamical steps."
L-Proline,1,4,deep_research_gemini,42,Creative topology completely undermined by missing carbon sources and misidentified reaction mechanisms.
L-Proline,1,5,no_research,39,"Contains fundamental functional group errors (Strecker on a ketone, decarboxylation instead of reduction)."
L-Proline,1,6,ms_disc,30,"Riddled with chemical impossibilities (e.g., transamination forming new C-C bonds, self-looping inputs)."
L-Proline,2,1,perfect_rag,66,Flawless chemical rigor; avoids the thermodynamic traps of biological analogs.
L-Proline,2,2,deep_research_gemini,60,"Brilliant intramolecular Strecker cyclization, though slightly marred by one mechanistic typo."
L-Proline,2,3,no_research,57,"Highly novel Strecker route to glutamate from succinic semialdehyde, but contains a severe decarboxylation error."
L-Proline,2,4,deep_research_claude,55,"Broad and well-researched, but fails to provide a viable mechanism for the hardest reductive step."
L-Proline,2,5,ms_disc,49,"Creative formaldehyde chain-extension, but chemically backwards ring-closure mechanism."
L-Proline,2,6,deep_research_gpt5.4,40,Relies on magical thinking for HCN oligomerization to keto-acids and unactivated free-acid reductions.
L-Proline,3,1,perfect_rag,65/70,Flawless organic chemistry; perfectly bridged precursor gaps using an aza-Michael addition.
L-Proline,3,2,deep_research_gpt5.4,51/70,"Safest network; canonical pathways with no missing atoms, though thermodynamically optimistic."
L-Proline,3,3,no_research,49/70,"Featured the most brilliant novel reaction (Succinic semialdehyde Strecker), but suffered from a functional group error."
L-Proline,3,4,deep_research_claude,48/70,"Good architecture, but failed to include the carbon inputs required for its cyanosulfidic branch."
L-Proline,3,5,deep_research_gemini,47/70,"Great conceptual integration, but suffered from sloppy chemical bookkeeping (C3 -> C5 missing inputs)."
L-Proline,3,6,ms_disc,28/70,Fundamentally broken due to impossible transamination and redox errors.
L-Proline,4,1,perfect_rag,65/70,Flawless carbon stoichiometry and mechanistic accuracy based on validated systems chemistry.
L-Proline,4,2,deep_research_gpt5.4,45/70,Safe and conservative; avoids the overt mass-balance errors of other biological mimics.
L-Proline,4,3,deep_research_claude,44/70,"Similar to C, but contains a copy-paste mismatch error regarding arginine degradation."
L-Proline,4,4,no_research,42/70,"Features a brilliant Strecker step, but is derailed by a fatal ""decarboxylation"" error at the end."
L-Proline,4,5,deep_research_gemini,39/70,Severely hampered by missing carbon atoms in a homologation step and reversing oxidation/reduction.
L-Proline,4,6,ms_disc,23/70,"Plagued by impossible organic chemistry, such as transaminations that magically extend carbon chains."
L-Proline,5,1,perfect_rag,64/70,Flawlessly reproduces complex cyanosulfidic ring-building chemistry with exceptional mechanistic accuracy.
L-Proline,5,2,deep_research_gpt5.4,54/70,"A robust, chemically sound proto-metabolic network with no stoichiometric or redox errors."
L-Proline,5,3,deep_research_claude,50/70,"Good integration of diverse OoL paradigms, though slightly sloppy with intermediate carbon tracking."
L-Proline,5,4,no_research,40/70,Contained a brilliant insight (Strecker on succinic semialdehyde) but ruined by major carbon-counting errors elsewhere.
L-Proline,5,5,deep_research_gemini,38/70,Failed to account for carbon inputs during chain elongation; confused redox directions (oxidation instead of reduction).
L-Proline,5,6,ms_disc,31/70,Claimed a C4 + C3 transamination yields a C5 molecule. Fundamentally broken chemical stoichiometry.
Serine,1,1,perfect_rag,69/70,"Brilliant integration of ""metabolism-first"" and ""RNA-world"" paradigms with flawless mechanistic precision."
Serine,1,2,deep_research_gpt5.4,66/70,"Outstanding use of cutting-edge protective chemistry (bisulfite, formamide) to solve the kinetic instability of glycolaldehyde."
Serine,1,3,ms_disc,61/70,"Best network topology, successfully executing both the Glycine-aldol and Glycolaldehyde-Strecker routes to Serine."
Serine,1,4,deep_research_claude,61/70,"A highly solid, standard execution of the cyanosulfidic network with good environmental diversity. (Tied with D, but slightly less novel)."
Serine,1,5,no_research,35/70,Mechanistically flawed. Proposed reduction of the glycine-formaldehyde imine yields the wrong molecule (sarcosine).
Serine,1,6,deep_research_gemini,29/70,Fatal carbon-math error. Performs a Strecker synthesis on a C3 sugar to attempt to make a C3 amino acid.
Serine,2,1,deep_research_gpt5.4,62/70,Flawless stoichiometry and highly accurate adherence to state-of-the-art cyanosulfidic literature (including bisulfite trapping).
Serine,2,2,ms_disc,56/70,"Successfully contrasts Strecker with glycine hydroxymethylation, utilizing novel catalytic agents like DAP."
Serine,2,3,deep_research_claude,50/70,"Good overall topology, but suffers from a mass-balance error in one of its C2 to C3 transitions."
Serine,2,4,perfect_rag,42/70,"Features brilliant biomimetic Schiff-base chemistry, but is broken by missing molecule definitions and one impossible reaction."
Serine,2,5,no_research,39/70,"Fails to correctly execute the final condensation step, hallucinating cyclization for an acyclic amino acid."
Serine,2,6,deep_research_gemini,30/70,Catastrophic stoichiometric failure; attempts to run a C1 addition on a C3 precursor to yield a C3 target.
Serine,3,1,deep_research_gpt5.4,61,"Incorporates state-of-the-art prebiotic chemistry (bisulfite, N-formylation) with no major chemical errors."
Serine,3,2,perfect_rag,48,"Highly novel use of metabolism-first iron catalysis, offset by missing JSON declarations and one bad reaction."
Serine,3,3,ms_disc,47,"Good use of DAP activation, but suffers from a disconnected transamination pathway (dead-end glyoxylate)."
Serine,3,4,deep_research_claude,46,"Solid overall structure, but penalized for proposing an impossible aminonitrile synthesis without HCN."
Serine,3,5,no_research,41,Fundamentally botches the mechanism of its secondary convergence point (glycine hydroxymethylation).
Serine,3,6,deep_research_gemini,33,Massive stoichiometry failure (attempting to make a C3 amino acid from a C3 precursor via a C-adding Strecker reaction).
Serine,4,1,deep_research_gpt5.4,63/70,"Flawless stoichiometry, exceptionally precise mechanistic detail, and brilliant use of cutting-edge literature (bisulfite trapping, formamide protection)."
Serine,4,2,perfect_rag,61/70,"Highly creative integration of reverse-TCA metabolic precursors and Schiff-base C-C extensions, barely missing first place due to a minor error with peracetic acid."
Serine,4,3,ms_disc,54/70,"A solid, functional classical network utilizing DAP Phosphoro-Strecker chemistry, held back slightly by un-balanced transamination stoichiometry."
Serine,4,4,deep_research_claude,49/70,Good structural design but suffers from a mass-conservation error (creating a C3 nitrile from a C2 aldehyde without a carbon source).
Serine,4,5,no_research,44/70,Marred by a fundamental misunderstanding of the organic mechanism required to convert glycine to serine (incorrectly invoking reduction and cyclization).
Serine,4,6,deep_research_gemini,31/70,"Contains fatal stoichiometric errors at its core hub, applying Strecker synthesis to a C3 sugar to yield a C3 amino acid, invalidating the majority of the network."
Serine,5,1,deep_research_gpt5.4,62/70,"Flawless carbon counting, zero mass-balance errors, and highly accurate use of modern cyanosulfidic literature (e.g., bisulfite protection)."
Serine,5,2,ms_disc,57/70,"Excellent integration of Phosphoro-Strecker (DAP) chemistry and logical convergence, held back only by a minor transamination output typo."
Serine,5,3,perfect_rag,44/70,"Highly creative use of non-enzymatic metabolic pathways, but suffers from missing JSON nodes and questionable peracetic acid amination."
Serine,5,4,deep_research_claude,40/70,Mechanistically confused (using products as inputs for spark discharge) and features a mathematically impossible C2 -> C3 reaction.
Serine,5,5,no_research,36/70,"Hallucinates chemical reality, incorrectly describing serine as cyclic and botching the mechanism of glycine hydroxymethylation."
Serine,5,6,deep_research_gemini,29/70,"Fails basic chemistry. Proposes that adding a C1 molecule to a C3 molecule yields a C3 target, invalidating its entire primary pathway."
Threonine,1,1,Config F,63/70,"Chemically flawless carbon assembly, regiocontrol, and brilliant use of methylglyoxal."
Threonine,1,2,Config B,52/70,"Features the highly advanced, literature-accurate erythrose-to-thioester pathway."
Threonine,1,3,Config A,43/70,A solid architecture weakened by a failure to account for deoxygenation steps.
Threonine,1,4,Config E,33/70,Suffers from critical regiochemistry errors (synthesizes α-methylserine instead of threonine).
Threonine,1,5,Config C,33/70,Completely fails carbon accounting (C3 + C3 = C4; O-free HCN making O-rich glycolonitrile).
Threonine,1,6,Config D,30/70,Invalidated by a fatal arithmetic error at its core hub (C2 + C2 = C3).
Threonine,2,1,no_research,60,"Flawless stoichiometry, regiochemistry, and mass balance. Perfect execution of the lactaldehyde hub."
Threonine,2,2,deep_research_gpt5.4,46,Highly novel use of AMN chemistry; marred only by an initial elemental/oxygen mass balance error with HCN.
Threonine,2,3,deep_research_claude,46,Features the correct Akabori reaction (glycine+acetaldehyde) but fails by attempting a glyceraldehyde Strecker.
Threonine,2,4,deep_research_gemini,38,Forces sugar pathways (glyceraldehyde/erythrose) to threonine without the required deoxygenation steps.
Threonine,2,5,ms_disc,36,Contains a fatal carbon-math arithmetic error (C₂ + C₂ -> C₃ aldol condensation).
Threonine,2,6,perfect_rag,30,Riddled with regiochemical errors; proposed reactions literally synthesize the wrong constitutional isomers and branched amino acids.
Threonine,3,1,no_research,63,Perfect stoichiometric balance and structural regiochemistry; flawlessly builds the C3 precursor.
Threonine,3,2,deep_research_claude,49,"Contains highly accurate core pathways (reverse aldol, cyanosulfidic), despite one unbalanced branch."
Threonine,3,3,deep_research_gpt5.4,46,"Good use of historical AMN chemistry and the correct C3 hub, but hallucinates oxygen in HCN oligomerization."
Threonine,3,4,perfect_rag,40,"Carbons mathematically add up, but fails deeply on regiochemistry (produces alpha-methylserine, not threonine)."
Threonine,3,5,deep_research_gemini,38,Riddled with arithmetic errors (C1+C2=C4) and fails to address the target's terminal methyl group.
Threonine,3,6,ms_disc,38,A fatal C2+C2=C3 arithmetic error at the core of the network completely breaks the downstream pathway.
Threonine,4,1,deep_research_claude,62/70,Masterful integration of literature-backed pathways with exact chemistry.
Threonine,4,2,no_research,58/70,Chemically flawless stoichiometry; brilliantly bridges formose and cyanosulfidic networks.
